Account,Account Description,Date,Period,Type,Num,Line,Doc No,Name ID,Name,Memo,Debit,Credit,Currency,Foreign Amount,Reversal Of
1200,Accounts Receivable,05/18/2026,05/2026,Invoice,JE-AR-10678,1,INV-10678,C-0133,Sawtooth Natural Foods,,"22,563.75",,USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Invoice,JE-AR-10679,1,INV-10679,C-0143,Gorge Valley Co-op,,"18,162.80",,USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Invoice,JE-AR-10680,1,INV-10680,C-0399,Larch Mountain Mercantile,,"20,252.27",,USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Invoice,JE-AR-10681,1,INV-10681,C-0420,Nehalem Bay Grocers,,"22,305.54",,USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Invoice,JE-AR-10683,1,INV-10683,C-0172,Driftless Tavern,,"1,605.23",,USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Invoice,JE-AR-10684,1,INV-10684,C-0064,Juniper Hill Foods,,"24,456.30",,USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Invoice,JE-AR-10685,1,INV-10685,C-0161,Bramble Noodle House,,"3,656.75",,USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Invoice,JE-AR-10686,1,INV-10686,C-0328,Drumlin Bakery,,"2,897.47",,USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Invoice,JE-AR-10687,1,INV-10687,C-0415,Kestrel Market Hall,,"28,887.05",,USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Invoice,JE-AR-10694,1,INV-10694,C-0046,Yakima Orchard Market,,"26,561.22",,USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Invoice,JE-AR-10695,1,INV-10695,C-0096,Pioneer Square Provisions,,"19,562.32",,USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Invoice,JE-AR-10696,1,INV-10696,C-0142,Sextant Bakery,,"2,679.89",,USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31909,2,INV-10466,C-0012,Olallie Market,,,"12,851.26",USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31910,2,INV-10553,C-0012,Olallie Market,,,"19,943.44",USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31911,2,INV-10544,C-0088,Palouse Provisions,,,"11,234.33",USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31912,2,INV-10566,C-0096,Pioneer Square Provisions,,,"17,506.13",USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31913,2,INV-10579,C-0112,Loam Bakery,,,"1,657.67",USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31914,2,INV-10561,C-0207,Wildwood Tavern,,,"3,237.59",USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31915,2,INV-10575,C-0216,Arbor Kitchen,,,"1,057.26",USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31916,2,INV-10628,C-0218,Undertow Bakery,,,923.62,USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31917,2,INV-10548,C-0306,Tillamook Road Grocery,,,"22,696.96",USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31918,2,INV-10573,C-0308,Northstar Deli,,,"1,720.91",USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31919,2,INV-10585,C-0323,Waxwing Eatery,,,"2,742.38",USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31920,2,INV-10523,C-0330,Alder Street Market,,,"21,678.85",USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31921,2,INV-10550,C-0348,Foxglove Market,,,"25,326.00",USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31922,2,INV-10578,C-0400,Salmonberry Market,,,"19,982.18",USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31923,2,INV-10595,C-0406,Wharf Cantina,,,"2,306.03",USD,,
1200,Accounts Receivable,05/18/2026,05/2026,Payment,JE-CR-31924,2,INV-10546,C-0415,Kestrel Market Hall,,,"24,760.75",USD,,
1200,Accounts Receivable,05/19/2026,05/2026,Invoice,JE-AR-10676,1,INV-10676,C-0012,Olallie Market,,"19,959.39",,USD,,
1200,Accounts Receivable,05/19/2026,05/2026,Invoice,JE-AR-10682,1,INV-10682,C-0193,Quinault Country Store,,"20,558.54",,USD,,
1200,Accounts Receivable,05/19/2026,05/2026,Invoice,JE-AR-10688,1,INV-10688,C-0087,Inkwell Supper Club,,"2,465.06",,USD,,
1200,Accounts Receivable,05/19/2026,05/2026,Invoice,JE-AR-10690,1,INV-10690,C-0113,Willet Cafe,,784.17,,USD,,
1200,Accounts Receivable,05/19/2026,05/2026,Invoice,JE-AR-10691,1,INV-10691,C-0155,Lodestar Cafe,,"1,380.29",,USD,,
1200,Accounts Receivable,05/19/2026,05/2026,Invoice,JE-AR-10697,1,INV-10697,C-0163,Elk Rock Provisions,,"22,610.78",,USD,,
1200,Accounts Receivable,05/19/2026,05/2026,Invoice,JE-AR-10704,1,INV-10704,C-0183,Madrona Food Co-op,,"14,671.41",,USD,,
1200,Accounts Receivable,05/19/2026,05/2026,Payment,JE-CR-31925,2,INV-10522,C-0198,GREEN VALLEY COOP #2,,,"18,863.48",USD,,
1200,Accounts Receivable,05/19/2026,05/2026,Payment,JE-CR-31926,2,INV-10624,C-0272,Ramble Deli,,,"2,393.66",USD,,
1200,Accounts Receivable,05/19/2026,05/2026,Payment,JE-CR-31927,2,INV-10516,C-0414,Belmont Natural Foods,,,"23,124.59",USD,,
1200,Accounts Receivable,05/19/2026,05/2026,Payment,JE-CR-31928,2,INV-10552,C-0420,Nehalem Bay Grocers,,,"16,365.04",USD,,
1200,Accounts Receivable,05/20/2026,05/2026,Invoice,JE-AR-10675,1,INV-10675,C-0306,Tillamook Road Grocery,,"27,723.37",,USD,,
1200,Accounts Receivable,05/20/2026,05/2026,Invoice,JE-AR-10677,1,INV-10677,C-0348,Foxglove Market,,"28,704.76",,USD,,
1200,Accounts Receivable,05/20/2026,05/2026,Invoice,JE-AR-10692,1,INV-10692,C-0335,Mountain Grocers Inc.,,"21,350.24",,USD,,
1200,Accounts Receivable,05/20/2026,05/2026,Invoice,JE-AR-10708,1,INV-10708,C-0100,Copperleaf Brasserie,,"2,419.30",,USD,,
1200,Accounts Receivable,05/20/2026,05/2026,Payment,JE-CR-31929,2,INV-10499,C-0045,Bridgetown Pantry,,,"27,823.40",USD,,
1200,Accounts Receivable,05/20/2026,05/2026,Payment,JE-CR-31930,2,INV-10532,C-0090,Zigzag Mountain Grocery,,,"11,085.11",USD,,
1200,Accounts Receivable,05/20/2026,05/2026,Payment,JE-CR-31931,2,INV-10643,C-0120,Saltbox Kitchen,,,"1,647.94",USD,,
1200,Accounts Receivable,05/20/2026,05/2026,Payment,JE-CR-31932,2,INV-10533,C-0163,Elk Rock Provisions,,,"23,060.37",USD,,
1200,Accounts Receivable,05/20/2026,05/2026,Payment,JE-CR-31933,2,INV-10530,C-0193,Quinault Country Store,,,"12,232.81",USD,,
1200,Accounts Receivable,05/20/2026,05/2026,Payment,JE-CR-31934,2,INV-10517,C-0331,Ironwood Grocery,,,"20,370.14",USD,,
1200,Accounts Receivable,05/20/2026,05/2026,Payment,JE-CR-31935,2,INV-10515,C-0379,Filbert & Oak Market,,,"13,443.71",USD,,
1200,Accounts Receivable,05/20/2026,05/2026,Payment,JE-CR-31936,2,INV-10537,C-0399,Larch Mountain Mercantile,,,"15,429.41",USD,,
1200,Accounts Receivable,05/21/2026,05/2026,Invoice,JE-AR-10698,1,INV-10698,C-0400,Salmonberry Market,,"13,143.63",,USD,,
1200,Accounts Receivable,05/21/2026,05/2026,Invoice,JE-AR-10705,1,INV-10705,C-0239,Larkspur Noodle House,,"3,734.50",,USD,,
1200,Accounts Receivable,05/21/2026,05/2026,Invoice,JE-AR-10709,1,INV-10709,C-0027,Cascade Harvest Grocers,,"15,227.16",,USD,,
1200,Accounts Receivable,05/21/2026,05/2026,Invoice,JE-AR-10712,1,INV-10712,C-0158,Umber Grill,,"2,123.77",,USD,,
1200,Accounts Receivable,05/21/2026,05/2026,Invoice,JE-AR-10713,1,INV-10713,C-0198,GREEN VALLEY COOP #2,,"12,547.03",,USD,,
1200,Accounts Receivable,05/21/2026,05/2026,Invoice,JE-AR-10714,1,INV-10714,C-0355,Jackdaw Kitchen,,"1,845.46",,USD,,
1200,Accounts Receivable,05/21/2026,05/2026,Payment,JE-CR-31937,2,INV-10565,C-0046,Yakima Orchard Market,,,"18,462.25",USD,,
1200,Accounts Receivable,05/21/2026,05/2026,Payment,JE-CR-31938,2,INV-10539,C-0133,Sawtooth Natural Foods,,,"21,418.70",USD,,
1200,Accounts Receivable,05/21/2026,05/2026,Payment,JE-CR-31939,2,INV-10521,C-0186,Hawthorne Fresh Market,,,"19,367.27",USD,,
1200,Accounts Receivable,05/22/2026,05/2026,Invoice,JE-AR-10710,1,INV-10710,C-0282,Yarrow Deli,,"2,839.66",,USD,,
1200,Accounts Receivable,05/22/2026,05/2026,Payment,JE-CR-31940,2,INV-10583,C-0027,Cascade Harvest Grocers,,,"28,190.20",USD,,
1200,Accounts Receivable,05/22/2026,05/2026,Payment,JE-CR-31941,2,INV-10538,C-0033,Treasure Valley Market,,,"27,765.59",USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10693,1,INV-10693,C-0357,Mountain Grocers LLC,,"25,980.47",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10699,1,INV-10699,C-0045,Bridgetown Pantry,,"27,227.05",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10700,1,INV-10700,C-0069,Riverbend Natural Grocers,,"24,439.67",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10701,1,INV-10701,C-0088,Palouse Provisions,,"27,205.00",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10702,1,INV-10702,C-0105,Whidbey Harvest Co-op,,"22,439.91",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10703,1,INV-10703,C-0331,Ironwood Grocery,,"16,633.65",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10715,1,INV-10715,C-0396,Driftwood Pantry,,"25,385.77",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10716,1,INV-10716,C-0008,Alder Cantina,,"1,543.66",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10717,1,INV-10717,C-0081,Fernwood Grill,,"1,493.36",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10718,1,INV-10718,C-0247,Wren Noodle House,,"2,313.25",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10719,1,INV-10719,C-0273,Coldwater Creek Market,,"19,789.98",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10720,1,INV-10720,C-0337,Saffron Taproom,,"2,297.20",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10721,1,INV-10721,C-0366,Kettle Bistro,,"2,256.57",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10724,1,INV-10724,C-0130,Cinder Kitchen,,"1,090.92",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10729,1,INV-10729,C-0031,Oyster Taproom,,"2,691.10",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Invoice,JE-AR-10730,1,INV-10730,C-0075,Vesper Pizzeria,,"3,860.48",,USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Payment,JE-CR-31942,2,INV-10650,C-0102,Indigo Deli,,,"1,801.38",USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Payment,JE-CR-31943,2,INV-10563,C-0105,Whidbey Harvest Co-op,,,"27,397.71",USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Payment,JE-CR-31944,2,INV-10536,C-0147,Vashon Island Market,,,"13,833.21",USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Payment,JE-CR-31945,2,INV-10629,C-0204,Foundry Bakery,,,"2,686.43",USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Payment,JE-CR-31946,2,INV-10640,C-0208,Ursa Noodle House,,,"4,156.53",USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Payment,JE-CR-31947,2,INV-10531,C-0233,Rose City Market Hall,,,"20,075.79",USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Payment,JE-CR-31948,2,INV-10605,C-0233,Rose City Market Hall,,,"11,347.62",USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Payment,JE-CR-31949,2,INV-10135,C-0301,Alpenkost GmbH,,,"7,933.13",EUR,"-7,327.85",
1200,Accounts Receivable,05/25/2026,05/2026,Payment,JE-CR-31950,2,INV-10618,C-0305,Bittern Bistro,,,"3,721.38",USD,,
1200,Accounts Receivable,05/25/2026,05/2026,Payment,JE-CR-31951,2,INV-10654,C-0308,Northstar Deli,,,"2,763.10",USD,,
1200,Accounts Receivable,05/26/2026,05/2026,Invoice,JE-AR-10506,1,INV-10506,C-0301,Alpenkost GmbH,,"12,502.68",,EUR,"11,239.37",
1200,Accounts Receivable,05/26/2026,05/2026,Invoice,JE-AR-10706,1,INV-10706,C-0233,Rose City Market Hall,,"15,399.28",,USD,,
1200,Accounts Receivable,05/26/2026,05/2026,Invoice,JE-AR-10725,1,INV-10725,C-0217,Paddle Eatery,,"3,350.58",,USD,,
1200,Accounts Receivable,05/26/2026,05/2026,Invoice,JE-AR-10731,1,INV-10731,C-0340,Eastside Cafe,,"4,058.81",,USD,,
1200,Accounts Receivable,05/26/2026,05/2026,Invoice,JE-AR-10732,1,INV-10732,C-0353,Uproot Cafe,,"1,252.80",,USD,,
1200,Accounts Receivable,05/26/2026,05/2026,Invoice,JE-AR-10737,1,INV-10737,C-0107,Green Valley Co-op,,"17,716.88",,USD,,
1200,Accounts Receivable,05/26/2026,05/2026,Invoice,JE-AR-10738,1,INV-10738,C-0200,Ember Lane Grocers,,"18,710.90",,USD,,
1200,Accounts Receivable,05/26/2026,05/2026,Invoice,JE-AR-10739,1,INV-10739,C-0323,Waxwing Eatery,,"1,959.05",,USD,,
1200,Accounts Receivable,05/26/2026,05/2026,Invoice,JE-AR-10740,1,INV-10740,C-0379,Filbert & Oak Market,,"26,076.09",,USD,,
1200,Accounts Receivable,05/26/2026,05/2026,Payment,JE-CR-31952,2,INV-10572,C-0045,Bridgetown Pantry,,,"16,817.71",USD,,
1200,Accounts Receivable,05/26/2026,05/2026,Payment,JE-CR-31953,2,INV-10601,C-0088,Palouse Provisions,,,"17,392.47",USD,,
1200,Accounts Receivable,05/26/2026,05/2026,Payment,JE-CR-31954,2,INV-10658,C-0136,Redtail Brasserie,,,"1,382.00",USD,,
1200,Accounts Receivable,05/26/2026,05/2026,Payment,JE-CR-31955,2,INV-10549,C-0183,Madrona Food Co-op,,,"19,930.89",USD,,
1200,Accounts Receivable,05/26/2026,05/2026,Payment,JE-CR-31956,2,INV-10635,C-0349,Dovetail Taproom,,,"2,773.82",USD,,
1200,Accounts Receivable,05/26/2026,05/2026,Payment,JE-CR-31957,2,INV-10571,C-0427,Deschutes Food Hall,,,"27,663.47",USD,,
1200,Accounts Receivable,05/27/2026,05/2026,Invoice,JE-AR-10726,1,INV-10726,C-0147,Vashon Island Market,,"15,399.28",,USD,,
1200,Accounts Receivable,05/27/2026,05/2026,Invoice,JE-AR-10733,1,INV-10733,C-0191,Riverstone Smokehouse,,"1,904.20",,USD,,
1200,Accounts Receivable,05/27/2026,05/2026,Invoice,JE-AR-10743,1,INV-10743,C-0171,Dune Cantina,,"1,300.26",,USD,,
1200,Accounts Receivable,05/27/2026,05/2026,Payment,JE-CR-31958,2,INV-10540,C-0143,Gorge Valley Co-op,,,"16,168.35",USD,,
1200,Accounts Receivable,05/27/2026,05/2026,Payment,JE-CR-31959,2,INV-10551,C-0273,Coldwater Creek Market,,,"11,531.93",USD,,
1200,Accounts Receivable,05/27/2026,05/2026,Payment,JE-CR-31960,2,INV-10673,C-0307,Sparrow Tavern,,,"4,153.48",USD,,
1200,Accounts Receivable,05/28/2026,05/2026,Invoice,JE-AR-10711,1,INV-10711,C-0122,Owyhee Mercantile,,"27,039.23",,USD,,
1200,Accounts Receivable,05/28/2026,05/2026,Invoice,JE-AR-10727,1,INV-10727,C-0186,Hawthorne Fresh Market,,"22,287.57",,USD,,
1200,Accounts Receivable,05/28/2026,05/2026,Invoice,JE-AR-10734,1,INV-10734,C-0389,Umpqua Valley Foods,,"17,973.25",,USD,,
1200,Accounts Receivable,05/28/2026,05/2026,Invoice,JE-AR-10746,1,INV-10746,C-0414,Belmont Natural Foods,,"18,105.29",,USD,,
1200,Accounts Receivable,05/28/2026,05/2026,Payment,JE-CR-31961,2,INV-10672,C-0191,Riverstone Smokehouse,,,"1,590.75",USD,,
1200,Accounts Receivable,05/28/2026,05/2026,Payment,JE-CR-31962,2,INV-10641,C-0362,Quince Noodle House,,,"4,108.83",USD,,
1200,Accounts Receivable,05/28/2026,05/2026,Payment,JE-CR-31963,2,INV-10655,C-0404,Cairn Cafe,,,"1,242.54",USD,,
1200,Accounts Receivable,05/29/2026,05/2026,Invoice,JE-AR-10747,1,INV-10747,C-0185,Gristmill Supper Club,,"2,919.02",,USD,,
1200,Accounts Receivable,05/29/2026,05/2026,Invoice,JE-AR-10748,1,INV-10748,C-0369,Eddy Pizzeria,,"1,980.94",,USD,,
1200,Accounts Receivable,05/29/2026,05/2026,Invoice,JE-AR-10752,1,INV-10752,C-0371,Marrow Brasserie,,"3,740.30",,USD,,
1200,Accounts Receivable,05/29/2026,05/2026,Payment,JE-CR-31964,2,INV-10557,C-0064,Juniper Hill Foods,,,"19,283.56",USD,,
1200,Accounts Receivable,05/29/2026,05/2026,Payment,JE-CR-31965,2,INV-10558,C-0200,Ember Lane Grocers,,,"18,941.65",USD,,
1200,Accounts Receivable,05/29/2026,05/2026,Payment,JE-CR-31966,2,INV-10660,C-0261,Harbor Tavern,,,"3,543.02",USD,,
1200,Accounts Receivable,05/29/2026,05/2026,Payment,JE-CR-31967,2,INV-10588,C-0331,Ironwood Grocery,,,"22,890.38",USD,,
1200,Accounts Receivable,05/29/2026,05/2026,Payment,JE-CR-31968,2,INV-10545,C-0335,Mountain Grocers Inc.,,,"15,171.11",USD,,
1200,Accounts Receivable,05/29/2026,05/2026,Payment,JE-CR-31969,2,INV-10625,C-0402,Verbena Supper Club,,,"3,122.04",USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10722,1,INV-10722,C-0033,Treasure Valley Market,,"14,162.77",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10723,1,INV-10723,C-0335,Mountain Grocers Inc.,,"20,989.44",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10728,1,INV-10728,C-0143,Gorge Valley Co-op,,"14,422.98",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10741,1,INV-10741,C-0096,Pioneer Square Provisions,,"24,245.29",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10744,1,INV-10744,C-0399,Larch Mountain Mercantile,,"14,034.75",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10749,1,INV-10749,C-0012,Olallie Market,,"11,474.17",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10750,1,INV-10750,C-0330,Alder Street Market,,"11,492.58",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10753,1,INV-10753,C-0133,Sawtooth Natural Foods,,"24,896.19",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10755,1,INV-10755,C-0359,Yew Grill,,"2,330.34",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10756,1,INV-10756,C-0420,Nehalem Bay Grocers,,"15,832.00",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10759,1,INV-10759,C-0082,Chanterelle Supper Club,,"1,210.27",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10760,1,INV-10760,C-0193,Quinault Country Store,,"11,004.35",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10761,1,INV-10761,C-0325,Cobalt Cafe,,"1,250.06",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10762,1,INV-10762,C-0371,Marrow Brasserie,,"1,219.42",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10766,1,INV-10766,C-0415,Kestrel Market Hall,,"14,104.29",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Invoice,JE-AR-10767,1,INV-10767,C-0428,Birchwood Bistro,,"4,016.14",,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Payment,JE-CR-31970,2,INV-10608,C-0046,Yakima Orchard Market,,,"18,576.68",USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Payment,JE-CR-31971,2,INV-10615,C-0064,Juniper Hill Foods,,,"23,151.10",USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Payment,JE-CR-31972,2,INV-10574,C-0069,Riverbend Natural Grocers,,,"17,160.80",USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Payment,JE-CR-31973,2,INV-10708,C-0100,Copperleaf Brasserie,,,"2,419.30",USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Payment,JE-CR-31974,2,INV-10644,C-0146,Jetty Tavern,,,"3,912.16",USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Payment,JE-CR-31975,2,INV-10685,C-0161,Bramble Noodle House,,,"3,656.75",USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Payment,JE-CR-31976,2,INV-10613,C-0163,Elk Rock Provisions,,,"15,561.80",USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Payment,JE-CR-31977,2,INV-10671,C-0185,Gristmill Supper Club,,,"2,857.85",USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Payment,JE-CR-31978,2,INV-10642,C-0190,Magpie Tavern,,,"1,257.86",USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Payment,JE-CR-31979,2,INV-10659,C-0191,Riverstone Smokehouse,,,"1,061.20",USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Payment,JE-CR-31980,2,INV-10623,C-0198,GREEN VALLEY COOP #2,,,"11,669.94",USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Payment,JE-CR-31981,2,INV-10653,C-0276,Mossy Rock Taproom,,,"3,303.68",USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Payment,JE-CR-31982,2,INV-10661,C-0296,Bluebird Smokehouse,,,886.82,USD,,
1200,Accounts Receivable,06/01/2026,06/2026,Payment,JE-CR-31983,2,INV-10619,C-0306,Tillamook Road Grocery,,,"23,763.98",USD,,
1200,Accounts Receivable,06/02/2026,06/2026,Invoice,JE-AR-10735,1,INV-10735,C-0046,Yakima Orchard Market,,"22,387.63",,USD,,
1200,Accounts Receivable,06/02/2026,06/2026,Invoice,JE-AR-10742,1,INV-10742,C-0427,Deschutes Food Hall,,"12,970.24",,USD,,
1200,Accounts Receivable,06/02/2026,06/2026,Invoice,JE-AR-10745,1,INV-10745,C-0027,Cascade Harvest Grocers,,"28,217.96",,USD,,
1200,Accounts Receivable,06/02/2026,06/2026,Invoice,JE-AR-10763,1,INV-10763,C-0064,Juniper Hill Foods,,"19,953.50",,USD,,
1200,Accounts Receivable,06/02/2026,06/2026,Payment,JE-CR-31984,2,INV-10607,C-0033,Treasure Valley Market,,,"18,129.90",USD,,
1200,Accounts Receivable,06/02/2026,06/2026,Payment,JE-CR-31985,2,INV-10598,C-0122,Owyhee Mercantile,,,"11,841.17",USD,,
1200,Accounts Receivable,06/02/2026,06/2026,Payment,JE-CR-31986,2,INV-10691,C-0155,Lodestar Cafe,,,"1,380.29",USD,,
1200,Accounts Receivable,06/02/2026,06/2026,Payment,JE-CR-31987,2,INV-10621,C-0193,Quinault Country Store,,,"27,288.71",USD,,
1200,Accounts Receivable,06/02/2026,06/2026,Payment,JE-CR-31988,2,INV-10714,C-0355,Jackdaw Kitchen,,,"1,845.46",USD,,
1200,Accounts Receivable,06/02/2026,06/2026,Payment,JE-CR-31989,2,INV-10636,C-0397,Fable Kitchen,,,"1,097.79",USD,,
1200,Accounts Receivable,06/02/2026,06/2026,Payment,JE-CR-31990,2,INV-10603,C-0427,Deschutes Food Hall,,,"20,961.68",USD,,
1200,Accounts Receivable,06/03/2026,06/2026,Invoice,JE-AR-10736,1,INV-10736,C-0090,Zigzag Mountain Grocery,,"15,081.85",,USD,,
1200,Accounts Receivable,06/03/2026,06/2026,Invoice,JE-AR-10768,1,INV-10768,C-0397,Fable Kitchen,,"2,025.31",,USD,,
1200,Accounts Receivable,06/03/2026,06/2026,Invoice,JE-AR-10773,1,INV-10773,C-0404,Cairn Cafe,,"1,278.68",,USD,,
1200,Accounts Receivable,06/03/2026,06/2026,Payment,JE-CR-31991,2,INV-10622,C-0012,Olallie Market,,,"22,530.25",USD,,
1200,Accounts Receivable,06/03/2026,06/2026,Payment,JE-CR-31992,2,INV-10670,C-0106,Fiddlehead Taproom,,,"1,054.79",USD,,
1200,Accounts Receivable,06/03/2026,06/2026,Payment,JE-CR-31993,2,INV-10652,C-0113,Willet Cafe,,,"3,574.61",USD,,
1200,Accounts Receivable,06/03/2026,06/2026,Payment,JE-CR-31993,3,INV-10690,C-0113,Willet Cafe,,,784.17,USD,,
1200,Accounts Receivable,06/03/2026,06/2026,Payment,JE-CR-31994,2,INV-10592,C-0357,Mountain Grocers LLC,,,"20,934.01",USD,,
1200,Accounts Receivable,06/03/2026,06/2026,Payment,JE-CR-31995,2,INV-10610,C-0414,Belmont Natural Foods,,,"24,333.93",USD,,
1200,Accounts Receivable,06/03/2026,06/2026,Payment,JE-CR-31996,2,INV-10602,C-0420,Nehalem Bay Grocers,,,"27,416.86",USD,,
1200,Accounts Receivable,06/04/2026,06/2026,Invoice,JE-AR-10751,1,INV-10751,C-0348,Foxglove Market,,"28,280.75",,USD,,
1200,Accounts Receivable,06/04/2026,06/2026,Invoice,JE-AR-10757,1,INV-10757,C-0163,Elk Rock Provisions,,"24,212.80",,USD,,
1200,Accounts Receivable,06/04/2026,06/2026,Invoice,JE-AR-10764,1,INV-10764,C-0306,Tillamook Road Grocery,,"23,021.93",,USD,,
1200,Accounts Receivable,06/04/2026,06/2026,Invoice,JE-AR-10769,1,INV-10769,C-0183,Madrona Food Co-op,,"17,915.23",,USD,,
1200,Accounts Receivable,06/04/2026,06/2026,Invoice,JE-AR-10771,1,INV-10771,C-0307,Sparrow Tavern,,"4,030.30",,USD,,
1200,Accounts Receivable,06/04/2026,06/2026,Invoice,JE-AR-10774,1,INV-10774,C-0083,Acorn Supper Club,,"1,531.54",,USD,,
1200,Accounts Receivable,06/04/2026,06/2026,Invoice,JE-AR-10780,1,INV-10780,C-0362,Quince Noodle House,,"3,291.57",,USD,,
1200,Accounts Receivable,06/04/2026,06/2026,Payment,JE-CR-31997,2,INV-10616,C-0096,Pioneer Square Provisions,,,"12,457.16",USD,,
