Payment No,Type,Date,Name ID,Name,Method,Check/Ref No,Currency,Amount,Exchange Rate,Amount (USD),Applied To,Applied Amount,Unapplied
PAY-D-8280,Bill Payment,05/28/2026,V-1281,Boardman Tree Fruit,ACH,614169960800882,USD,"11,199.12",1.0000,"11,199.12",B-20915,"11,199.12",0.00
PAY-D-8281,Bill Payment,05/28/2026,V-1288,Wallowa Grass-Fed Beef,ACH,691870805243502,USD,"9,252.75",1.0000,"9,252.75",B-20169,"9,252.75",0.00
PAY-D-8282,Bill Payment,05/28/2026,V-1291,Palouse Lentil Growers,ACH,773151071935021,USD,"7,406.71",1.0000,"7,406.71",B-20420,"7,406.71",0.00
PAY-D-8283,Bill Payment,05/28/2026,V-1292,Hermiston Melon Farms,ACH,714232646763690,USD,"12,580.23",1.0000,"12,580.23",B-20963,"12,580.23",0.00
PAY-D-8284,Bill Payment,05/28/2026,V-1294,Umpqua Oat Mill,ACH,821687488422906,USD,"11,645.56",1.0000,"11,645.56",B-20638,"11,645.56",0.00
PAY-D-8285,Bill Payment,05/28/2026,V-1299,Evergreen Box & Film,ACH,649334110433144,USD,"1,636.61",1.0000,"1,636.61",B-20136,"1,636.61",0.00
PAY-D-8286,Bill Payment,06/01/2026,V-1072,Gowen Field Commerce Park,ACH,450954997655381,USD,"4,875.00",1.0000,"4,875.00",B-20184,"4,875.00",0.00
PAY-D-8287,Bill Payment,06/01/2026,V-1167,Lombard Street Properties LLC,ACH,546848730809585,USD,"8,500.00",1.0000,"8,500.00",B-21560,"8,500.00",0.00
PAY-D-8288,Bill Payment,06/01/2026,V-1181,Duwamish Industrial Partners,ACH,177882785815930,USD,"6,420.00",1.0000,"6,420.00",B-20375,"6,420.00",0.00
PAY-D-8289,Bill Payment,06/04/2026,V-1011,Klamath Basin Potato Co.,CHECK,40417,USD,"7,526.91",1.0000,"7,526.91",B-21181,"7,526.91",0.00
PAY-D-8290,Bill Payment,06/04/2026,V-1015,Deschutes Brewing Supply Co-op,ACH,910560310779791,USD,"15,728.50",1.0000,"15,728.50",B-21010,"15,728.50",0.00
PAY-D-8291,Bill Payment,06/04/2026,V-1020,Cascade Coldchain Logistics,CHECK,40418,USD,"4,545.26",1.0000,"4,545.26",B-21282,"4,545.26",0.00
PAY-D-8292,Bill Payment,06/04/2026,V-1023,Clearwater Creamery,ACH,286776555000035,USD,"12,479.87",1.0000,"12,479.87",B-20957,"12,479.87",0.00
PAY-D-8293,Bill Payment,06/04/2026,V-1031,Tualatin Hazelnut Co.,CHECK,40419,USD,"6,151.49",1.0000,"6,151.49",B-21131,"6,151.49",0.00
PAY-D-8294,Bill Payment,06/04/2026,V-1042,Pacific Coast Packaging LLC,ACH,539504438725805,USD,"8,501.69",1.0000,"8,501.69",B-20930,"8,501.69",0.00
PAY-D-8295,Bill Payment,06/04/2026,V-1055,Wenatchee Pear Packers,CHECK,40420,USD,"10,471.35",1.0000,"10,471.35",B-21368,"10,471.35",0.00
PAY-D-8296,Bill Payment,06/04/2026,V-1058,Ridgeline Express,ACH,797440230449822,USD,"1,897.71",1.0000,"1,897.71",B-21193,"1,897.71",0.00
PAY-D-8297,Bill Payment,06/04/2026,V-1074,Scappoose Organic Farms,CHECK,40421,USD,"9,380.31",1.0000,"9,380.31",B-20376,"9,380.31",0.00
PAY-D-8298,Bill Payment,06/04/2026,V-1077,Puget Sound Shellfish Co.,ACH,852520107740513,USD,"10,063.50",1.0000,"10,063.50",B-20920,"10,063.50",0.00
PAY-D-8299,Bill Payment,06/04/2026,V-1080,Mt. Hood Berry Farm,ACH,861752881414958,USD,"15,468.09",1.0000,"15,468.09",B-20325,"15,468.09",0.00
PAY-D-8300,Bill Payment,06/04/2026,V-1119,Cowlitz Creek Farms,ACH,961617910590348,USD,"15,046.29",1.0000,"15,046.29",B-21566,"15,046.29",0.00
PAY-D-8301,Bill Payment,06/04/2026,V-1120,Columbia River Freightways,ACH,156886913547766,USD,"3,160.71",1.0000,"3,160.71",B-21316,"3,160.71",0.00
PAY-D-8302,Bill Payment,06/04/2026,V-1127,Nooksack Berry Growers,ACH,743955909047640,USD,"22,363.51",1.0000,"22,363.51",B-20731,"12,676.74",0.00
PAY-D-8302,Bill Payment,06/04/2026,V-1127,Nooksack Berry Growers,ACH,743955909047640,USD,"22,363.51",1.0000,"22,363.51",B-20084,"9,686.77",
PAY-D-8303,Bill Payment,06/04/2026,V-1142,Umatilla Specialty Produce,CHECK,40422,USD,"13,024.84",1.0000,"13,024.84",B-21382,"13,024.84",0.00
PAY-D-8304,Bill Payment,06/04/2026,V-1147,Oregon Coast Seafood Traders,CHECK,40423,USD,"26,060.37",1.0000,"26,060.37",B-20102,"12,539.81",0.00
PAY-D-8304,Bill Payment,06/04/2026,V-1147,Oregon Coast Seafood Traders,CHECK,40423,USD,"26,060.37",1.0000,"26,060.37",B-20294,"13,520.56",
PAY-D-8305,Bill Payment,06/04/2026,V-1151,Walla Walla Onion Growers,ACH,216473694056103,USD,"4,673.76",1.0000,"4,673.76",B-20675,"4,673.76",0.00
PAY-D-8306,Bill Payment,06/04/2026,V-1155,Pacific Fleet Fuel,ACH,623936829487920,USD,"4,537.45",1.0000,"4,537.45",B-21453,"4,537.45",0.00
PAY-D-8307,Bill Payment,06/04/2026,V-1161,Salem Pallet Recyclers,ACH,938051080065724,USD,902.23,1.0000,902.23,B-21063,902.23,0.00
PAY-D-8308,Bill Payment,06/04/2026,V-1166,Crown Linen & Uniform,ACH,102691043871216,USD,573.08,1.0000,573.08,B-21360,573.08,0.00
PAY-D-8309,Bill Payment,06/04/2026,V-1185,Mill Creek Temp Controls,ACH,107271377094048,USD,"1,530.31",1.0000,"1,530.31",B-20908,"1,530.31",0.00
PAY-D-8310,Bill Payment,06/04/2026,V-1193,Chehalis Valley Eggs,ACH,719431500568399,USD,"5,000.91",1.0000,"5,000.91",B-20239,"5,000.91",0.00
PAY-D-8311,Bill Payment,06/04/2026,V-1198,Emerald City Cold Storage,ACH,378122032985553,USD,"3,889.37",1.0000,"3,889.37",B-20164,"3,889.37",0.00
PAY-D-8312,Bill Payment,06/04/2026,V-1204,Northwest Reefer Transport,ACH,543380451767801,USD,"1,584.11",1.0000,"1,584.11",B-20059,"1,584.11",0.00
PAY-D-8313,Bill Payment,06/04/2026,V-1205,Methow Valley Apples,ACH,964786550782052,USD,"12,875.57",1.0000,"12,875.57",B-20979,"12,875.57",0.00
PAY-D-8314,Bill Payment,06/04/2026,V-1206,Pend Oreille Wild Rice,CHECK,40424,USD,"6,560.57",1.0000,"6,560.57",B-21454,"6,560.57",0.00
PAY-D-8315,Bill Payment,06/04/2026,V-1209,Sound Cartage Co.,ACH,343279324466912,USD,919.92,1.0000,919.92,B-21347,919.92,0.00
PAY-D-8316,Bill Payment,06/04/2026,V-1213,Pinnacle Payroll Services,ACH,164368245649394,USD,413.64,1.0000,413.64,B-20425,413.64,0.00
PAY-D-8317,Bill Payment,06/04/2026,V-1216,Chinook Smokehouse Co.,ACH,522163204425257,USD,"9,481.42",1.0000,"9,481.42",B-20433,"9,481.42",0.00
PAY-D-8318,Bill Payment,06/04/2026,V-1220,Treasure Valley Trucking,ACH,444115041869208,USD,"2,857.24",1.0000,"2,857.24",B-21528,"2,857.24",0.00
PAY-D-8319,Bill Payment,06/04/2026,V-1223,Malheur Onion Co.,CHECK,40425,USD,"9,164.22",1.0000,"9,164.22",B-20361,"9,164.22",0.00
PAY-D-8320,Bill Payment,06/04/2026,V-1224,Siuslaw Cranberry Growers,ACH,409406181272293,USD,"6,348.26",1.0000,"6,348.26",B-20725,"6,348.26",0.00
PAY-D-8321,Bill Payment,06/04/2026,V-1227,Blue Mountain Carriers,CHECK,40426,USD,"2,177.75",1.0000,"2,177.75",B-20637,"2,177.75",0.00
PAY-D-8322,Bill Payment,06/04/2026,V-1235,Bitterroot Bakehouse Supply,ACH,623757834558799,USD,"6,574.76",1.0000,"6,574.76",B-20864,"6,574.76",0.00
PAY-D-8323,Bill Payment,06/04/2026,V-1236,Kittitas Hay & Grain,CHECK,40427,USD,"10,975.92",1.0000,"10,975.92",B-20607,"10,975.92",0.00
PAY-D-8324,Bill Payment,06/04/2026,V-1237,McKenzie River Mills,ACH,043491562705969,USD,"24,238.62",1.0000,"24,238.62",B-20131,"14,210.96",0.00
PAY-D-8324,Bill Payment,06/04/2026,V-1237,McKenzie River Mills,ACH,043491562705969,USD,"24,238.62",1.0000,"24,238.62",B-21523,"10,027.66",
PAY-D-8325,Bill Payment,06/04/2026,V-1242,Teton Valley Trout,ACH,326516642041299,USD,"13,746.10",1.0000,"13,746.10",B-21234,"13,746.10",0.00
PAY-D-8326,Bill Payment,06/04/2026,V-1251,Payette Valley Beef,ACH,971183223697293,USD,"8,829.27",1.0000,"8,829.27",B-20783,"8,829.27",0.00
PAY-D-8327,Bill Payment,06/04/2026,V-1266,Silvies River Lamb,CHECK,40428,USD,"10,339.47",1.0000,"10,339.47",B-21209,"10,339.47",0.00
PAY-D-8328,Bill Payment,06/04/2026,V-1276,Critter Guard Pest Control,CHECK,40429,USD,353.44,1.0000,353.44,B-20708,353.44,0.00
PAY-D-8329,Bill Payment,06/04/2026,V-1280,Grande Ronde Poultry,CHECK,40430,USD,"10,935.64",1.0000,"10,935.64",B-20796,"10,935.64",0.00
PAY-D-8330,Bill Payment,06/04/2026,V-1284,Hood Canal Oyster Co.,ACH,197812573721211,USD,"5,331.16",1.0000,"5,331.16",B-21460,"5,331.16",0.00
PAY-D-8331,Bill Payment,06/04/2026,V-1289,Blue Heron Preserves,CHECK,40431,USD,"11,056.63",1.0000,"11,056.63",B-20241,"11,056.63",0.00
PAY-D-8332,Bill Payment,06/04/2026,V-1290,Columbia Gorge Orchards,ACH,311098304874419,USD,"13,388.69",1.0000,"13,388.69",B-20280,"13,388.69",0.00
PAY-D-8333,Bill Payment,06/04/2026,V-1291,Palouse Lentil Growers,ACH,327640466915417,USD,"11,289.60",1.0000,"11,289.60",B-21559,"11,289.60",0.00
PAY-D-8334,Bill Payment,06/11/2026,V-1003,Ridgewire Telecom,ACH,630068624740659,USD,"1,332.61",1.0000,"1,332.61",B-20412,"1,332.61",0.00
PAY-D-8335,Bill Payment,06/11/2026,V-1011,Klamath Basin Potato Co.,CHECK,40432,USD,"14,568.03",1.0000,"14,568.03",B-20492,"14,568.03",0.00
PAY-D-8336,Bill Payment,06/11/2026,V-1042,Pacific Coast Packaging LLC,ACH,625016234626331,USD,"8,821.86",1.0000,"8,821.86",B-20862,"8,821.86",0.00
PAY-D-8337,Bill Payment,06/11/2026,V-1045,Talent Bridge Staffing,ACH,415373173102022,USD,"4,630.25",1.0000,"4,630.25",B-21177,"4,630.25",0.00
PAY-D-8338,Bill Payment,06/11/2026,V-1058,Ridgeline Express,ACH,389750215047078,USD,"2,583.19",1.0000,"2,583.19",B-20878,"2,583.19",0.00
PAY-D-8339,Bill Payment,06/11/2026,V-1074,Scappoose Organic Farms,CHECK,40433,USD,"15,662.83",1.0000,"15,662.83",B-20742,"15,662.83",0.00
PAY-D-8340,Bill Payment,06/11/2026,V-1077,Puget Sound Shellfish Co.,ACH,627633910180006,USD,"14,771.99",1.0000,"14,771.99",B-20964,"14,771.99",0.00
PAY-D-8341,Bill Payment,06/11/2026,V-1124,Coos Bay Crab Co.,CHECK,40434,USD,"13,787.42",1.0000,"13,787.42",B-20980,"13,787.42",0.00
PAY-D-8342,Bill Payment,06/11/2026,V-1128,Yakima Hop & Herb,ACH,558431618546624,USD,"8,317.79",1.0000,"8,317.79",B-21049,"8,317.79",0.00
PAY-D-8343,Bill Payment,06/11/2026,V-1136,Hells Canyon Honey,CHECK,40435,USD,"7,313.68",1.0000,"7,313.68",B-21242,"7,313.68",0.00
PAY-D-8344,Bill Payment,06/11/2026,V-1155,Pacific Fleet Fuel,ACH,253583849748998,USD,"3,749.50",1.0000,"3,749.50",B-20157,"3,749.50",0.00
PAY-D-8345,Bill Payment,06/11/2026,V-1160,Hollis & Ward CPAs,CHECK,40436,USD,"9,047.07",1.0000,"9,047.07",B-20453,"9,047.07",0.00
PAY-D-8346,Bill Payment,06/11/2026,V-1161,Salem Pallet Recyclers,ACH,727054673041076,USD,495.56,1.0000,495.56,B-20585,495.56,0.00
PAY-D-8347,Bill Payment,06/11/2026,V-1173,Nisqually Salmon Co.,CHECK,40437,USD,"25,879.50",1.0000,"25,879.50",B-20310,"12,800.08",0.00
PAY-D-8347,Bill Payment,06/11/2026,V-1173,Nisqually Salmon Co.,CHECK,40437,USD,"25,879.50",1.0000,"25,879.50",B-21305,"13,079.42",
PAY-D-8348,Bill Payment,06/11/2026,V-1193,Chehalis Valley Eggs,ACH,635076505823135,USD,"5,845.44",1.0000,"5,845.44",B-21579,"5,845.44",0.00
PAY-D-8349,Bill Payment,06/11/2026,V-1197,Northgate IT Partners,ACH,148290936419867,USD,"2,346.30",1.0000,"2,346.30",B-20459,"2,346.30",0.00
PAY-D-8350,Bill Payment,06/11/2026,V-1200,Yamhill Charcuterie,CHECK,40438,USD,"14,005.76",1.0000,"14,005.76",B-21463,"14,005.76",0.00
PAY-D-8351,Bill Payment,06/11/2026,V-1206,Pend Oreille Wild Rice,CHECK,40439,USD,"9,118.15",1.0000,"9,118.15",B-21276,"9,118.15",0.00
PAY-D-8352,Bill Payment,06/11/2026,V-1220,Treasure Valley Trucking,ACH,808463722652163,USD,"2,540.74",1.0000,"2,540.74",B-20998,"2,540.74",0.00
PAY-D-8353,Bill Payment,06/11/2026,V-1226,Skagit Valley Grains,CHECK,40440,USD,"10,186.40",1.0000,"10,186.40",B-20735,"10,186.40",0.00
PAY-D-8354,Bill Payment,06/11/2026,V-1227,Blue Mountain Carriers,CHECK,40441,USD,"2,419.03",1.0000,"2,419.03",B-21108,"2,419.03",0.00
PAY-D-8355,Bill Payment,06/11/2026,V-1233,Lummi Bay Seafood,ACH,019934196720121,USD,"13,765.82",1.0000,"13,765.82",B-21419,"13,765.82",0.00
PAY-D-8356,Bill Payment,06/11/2026,V-1236,Kittitas Hay & Grain,CHECK,40442,USD,"12,565.98",1.0000,"12,565.98",B-21020,"12,565.98",0.00
PAY-D-8357,Bill Payment,06/11/2026,V-1237,McKenzie River Mills,ACH,484245717540666,USD,"10,320.01",1.0000,"10,320.01",B-21104,"10,320.01",0.00
PAY-D-8358,Bill Payment,06/11/2026,V-1239,Newberg Nut Growers,ACH,445411287531220,USD,"6,319.13",1.0000,"6,319.13",B-21279,"6,319.13",0.00
PAY-D-8359,Bill Payment,06/11/2026,V-1244,Portland Fleet Wash,ACH,325707120233140,USD,353.27,1.0000,353.27,B-20830,353.27,0.00
PAY-D-8360,Bill Payment,06/11/2026,V-1251,Payette Valley Beef,ACH,434594670399676,USD,"6,608.61",1.0000,"6,608.61",B-21448,"6,608.61",0.00
PAY-D-8361,Bill Payment,06/11/2026,V-1252,Snake River Trout Farms,ACH,099684562324446,USD,"6,969.39",1.0000,"6,969.39",B-21203,"6,969.39",0.00
PAY-D-8362,Bill Payment,06/11/2026,V-1255,Coquille Dairy Cooperative,ACH,995300841411288,USD,"4,635.42",1.0000,"4,635.42",B-21174,"4,635.42",0.00
PAY-D-8363,Bill Payment,06/11/2026,V-1270,Santiam Canning Co.,CHECK,40443,USD,"28,004.94",1.0000,"28,004.94",B-20776,"14,481.42",0.00
PAY-D-8363,Bill Payment,06/11/2026,V-1270,Santiam Canning Co.,CHECK,40443,USD,"28,004.94",1.0000,"28,004.94",B-21011,"13,523.52",
PAY-D-8364,Bill Payment,06/11/2026,V-1274,Olympic Peninsula Mushrooms,CHECK,40444,USD,"8,031.05",1.0000,"8,031.05",B-20062,"8,031.05",0.00
PAY-D-8365,Bill Payment,06/11/2026,V-1279,Willamette Valley Creamery,ACH,846388297964118,USD,"13,271.17",1.0000,"13,271.17",B-21573,"13,271.17",0.00
PAY-D-8366,Bill Payment,06/11/2026,V-1280,Grande Ronde Poultry,CHECK,40445,USD,"7,912.47",1.0000,"7,912.47",B-20938,"7,912.47",0.00
PAY-D-8367,Bill Payment,06/11/2026,V-1281,Boardman Tree Fruit,ACH,914045139259292,USD,"14,439.46",1.0000,"14,439.46",B-20489,"14,439.46",0.00
PAY-D-8368,Bill Payment,06/11/2026,V-1284,Hood Canal Oyster Co.,ACH,612692084776191,USD,"5,677.92",1.0000,"5,677.92",B-20865,"5,677.92",0.00
PAY-D-8369,Bill Payment,06/11/2026,V-1288,Wallowa Grass-Fed Beef,ACH,295866467339099,USD,"14,143.18",1.0000,"14,143.18",B-20379,"14,143.18",0.00
PAY-D-8370,Bill Payment,06/11/2026,V-1289,Blue Heron Preserves,CHECK,40446,USD,"11,450.66",1.0000,"11,450.66",B-21248,"11,450.66",0.00
PAY-D-8371,Bill Payment,06/11/2026,V-1290,Columbia Gorge Orchards,ACH,122922152720707,USD,"13,743.03",1.0000,"13,743.03",B-20508,"13,743.03",0.00
PAY-D-8372,Bill Payment,06/11/2026,V-1291,Palouse Lentil Growers,ACH,371208985123908,USD,"8,260.16",1.0000,"8,260.16",B-20639,"8,260.16",0.00
PAY-D-8373,Bill Payment,06/11/2026,V-1294,Umpqua Oat Mill,ACH,594734266470787,USD,"10,065.31",1.0000,"10,065.31",B-20183,"10,065.31",0.00
PAY-D-8374,Bill Payment,06/18/2026,V-1011,Klamath Basin Potato Co.,CHECK,40447,USD,"3,878.96",1.0000,"3,878.96",B-20564,"3,878.96",0.00
PAY-D-8375,Bill Payment,06/18/2026,V-1015,Deschutes Brewing Supply Co-op,ACH,507732452210964,USD,"6,681.20",1.0000,"6,681.20",B-20953,"6,681.20",0.00
PAY-D-8376,Bill Payment,06/18/2026,V-1020,Cascade Coldchain Logistics,CHECK,40448,USD,"4,698.25",1.0000,"4,698.25",B-20829,"4,698.25",0.00
PAY-D-8377,Bill Payment,06/18/2026,V-1023,Clearwater Creamery,ACH,604286905553496,USD,"7,953.64",1.0000,"7,953.64",B-21251,"7,953.64",0.00
PAY-D-8378,Bill Payment,06/18/2026,V-1031,Tualatin Hazelnut Co.,CHECK,40449,USD,"9,276.98",1.0000,"9,276.98",B-20750,"9,276.98",0.00
PAY-D-8379,Bill Payment,06/18/2026,V-1042,Pacific Coast Packaging LLC,ACH,713394504197182,USD,"6,806.53",1.0000,"6,806.53",B-21017,"6,806.53",0.00
PAY-D-8380,Bill Payment,06/18/2026,V-1051,Stumptown Office Supply,ACH,895667936133666,USD,834.41,1.0000,834.41,B-21217,834.41,0.00
PAY-D-8381,Bill Payment,06/18/2026,V-1055,Wenatchee Pear Packers,CHECK,40450,USD,"10,175.35",1.0000,"10,175.35",B-21280,"10,175.35",0.00
PAY-D-8382,Bill Payment,06/18/2026,V-1058,Ridgeline Express,ACH,658686827370967,USD,655.62,1.0000,655.62,B-20402,655.62,0.00
PAY-D-8383,Bill Payment,06/18/2026,V-1078,Rogue Valley Cheese Works,ACH,750356840789726,USD,"4,280.62",1.0000,"4,280.62",B-21057,"4,280.62",0.00
PAY-D-8384,Bill Payment,06/18/2026,V-1080,Mt. Hood Berry Farm,ACH,016943140416244,USD,"4,420.68",1.0000,"4,420.68",B-20051,"4,420.68",0.00
PAY-D-8385,Bill Payment,06/18/2026,V-1105,Everbright Electric Contractors,CHECK,40451,USD,"4,875.30",1.0000,"4,875.30",B-20380,"4,875.30",0.00
PAY-D-8386,Bill Payment,06/18/2026,V-1119,Cowlitz Creek Farms,ACH,444143832869268,USD,"5,901.59",1.0000,"5,901.59",B-20353,"5,901.59",0.00
PAY-D-8387,Bill Payment,06/18/2026,V-1120,Columbia River Freightways,ACH,561612313790963,USD,"2,808.04",1.0000,"2,808.04",B-21387,"2,808.04",0.00
PAY-D-8388,Bill Payment,06/18/2026,V-1127,Nooksack Berry Growers,ACH,832230418902662,USD,"15,082.37",1.0000,"15,082.37",B-21417,"15,082.37",0.00
PAY-D-8389,Bill Payment,06/18/2026,V-1128,Yakima Hop & Herb,ACH,197297902931747,USD,"4,130.56",1.0000,"4,130.56",B-21264,"4,130.56",0.00
PAY-D-8390,Bill Payment,06/18/2026,V-1142,Umatilla Specialty Produce,CHECK,40452,USD,"7,262.05",1.0000,"7,262.05",B-21336,"7,262.05",0.00
PAY-D-8391,Bill Payment,06/18/2026,V-1147,Oregon Coast Seafood Traders,CHECK,40453,USD,"6,209.08",1.0000,"6,209.08",B-21517,"6,209.08",0.00
PAY-D-8392,Bill Payment,06/18/2026,V-1151,Walla Walla Onion Growers,ACH,823453535885577,USD,"4,607.32",1.0000,"4,607.32",B-20847,"4,607.32",0.00
PAY-D-8393,Bill Payment,06/18/2026,V-1155,Pacific Fleet Fuel,ACH,541603386747132,USD,"3,525.30",1.0000,"3,525.30",B-21071,"3,525.30",0.00
PAY-D-8394,Bill Payment,06/18/2026,V-1166,Crown Linen & Uniform,ACH,508196417497090,USD,457.67,1.0000,457.67,B-20095,457.67,0.00
PAY-D-8395,Bill Payment,06/18/2026,V-1200,Yamhill Charcuterie,CHECK,40454,USD,"4,292.71",1.0000,"4,292.71",B-21236,"4,292.71",0.00
PAY-D-8396,Bill Payment,06/18/2026,V-1204,Northwest Reefer Transport,ACH,374368678430789,USD,"3,146.91",1.0000,"3,146.91",B-21451,"3,146.91",0.00
PAY-D-8397,Bill Payment,06/18/2026,V-1205,Methow Valley Apples,ACH,109615495989130,USD,"10,894.12",1.0000,"10,894.12",B-21351,"10,894.12",0.00
PAY-D-8398,Bill Payment,06/18/2026,V-1206,Pend Oreille Wild Rice,CHECK,40455,USD,"13,301.61",1.0000,"13,301.61",B-21485,"13,301.61",0.00
PAY-D-8399,Bill Payment,06/18/2026,V-1209,Sound Cartage Co.,ACH,040215140340558,USD,"1,019.45",1.0000,"1,019.45",B-20478,"1,019.45",0.00
PAY-D-8400,Bill Payment,06/18/2026,V-1216,Chinook Smokehouse Co.,ACH,217615703840321,USD,"8,544.26",1.0000,"8,544.26",B-21149,"8,544.26",0.00
PAY-D-8401,Bill Payment,06/18/2026,V-1223,Malheur Onion Co.,CHECK,40456,USD,"6,223.32",1.0000,"6,223.32",B-20065,"6,223.32",0.00
PAY-D-8402,Bill Payment,06/18/2026,V-1224,Siuslaw Cranberry Growers,ACH,001886673016533,USD,"11,089.87",1.0000,"11,089.87",B-20806,"11,089.87",0.00
PAY-D-8403,Bill Payment,06/18/2026,V-1226,Skagit Valley Grains,CHECK,40457,USD,"7,439.74",1.0000,"7,439.74",B-21383,"7,439.74",0.00
PAY-D-8404,Bill Payment,06/18/2026,V-1227,Blue Mountain Carriers,CHECK,40458,USD,"2,949.89",1.0000,"2,949.89",B-21442,"2,949.89",0.00
PAY-D-8405,Bill Payment,06/18/2026,V-1235,Bitterroot Bakehouse Supply,ACH,207079253803456,USD,"8,659.68",1.0000,"8,659.68",B-21171,"8,659.68",0.00
PAY-D-8406,Bill Payment,06/18/2026,V-1239,Newberg Nut Growers,ACH,435716820702821,USD,"7,708.43",1.0000,"7,708.43",B-20463,"7,708.43",0.00
PAY-D-8407,Bill Payment,06/18/2026,V-1242,Teton Valley Trout,ACH,725627981172738,USD,"15,999.45",1.0000,"15,999.45",B-20545,"7,097.78",0.00
PAY-D-8407,Bill Payment,06/18/2026,V-1242,Teton Valley Trout,ACH,725627981172738,USD,"15,999.45",1.0000,"15,999.45",B-20769,"8,901.67",
PAY-D-8408,Bill Payment,06/18/2026,V-1251,Payette Valley Beef,ACH,720294652136218,USD,"7,860.69",1.0000,"7,860.69",B-20200,"7,860.69",0.00
PAY-D-8409,Bill Payment,06/18/2026,V-1252,Snake River Trout Farms,ACH,387613681161855,USD,"11,477.72",1.0000,"11,477.72",B-20341,"11,477.72",0.00
PAY-D-8410,Bill Payment,06/18/2026,V-1263,Summit Refrigeration Services,CHECK,40459,USD,"7,744.55",1.0000,"7,744.55",B-20645,"7,744.55",0.00
PAY-D-8411,Bill Payment,06/18/2026,V-1265,Coastline Shredding,ACH,336768116649243,USD,198.42,1.0000,198.42,B-21543,198.42,0.00
PAY-D-8412,Bill Payment,06/18/2026,V-1266,Silvies River Lamb,CHECK,40460,USD,"4,623.08",1.0000,"4,623.08",B-21161,"4,623.08",0.00
PAY-D-8413,Bill Payment,06/18/2026,V-1277,Metro Waste Haulers,ACH,136078028107292,USD,674.53,1.0000,674.53,B-20723,674.53,0.00
PAY-D-8414,Bill Payment,06/18/2026,V-1281,Boardman Tree Fruit,ACH,428980271609298,USD,"14,033.39",1.0000,"14,033.39",B-21101,"14,033.39",0.00
PAY-D-8415,Bill Payment,06/18/2026,V-1288,Wallowa Grass-Fed Beef,ACH,022002976488789,USD,"12,767.15",1.0000,"12,767.15",B-20302,"12,767.15",0.00
PAY-D-8416,Bill Payment,06/18/2026,V-1289,Blue Heron Preserves,CHECK,40461,USD,"3,910.79",1.0000,"3,910.79",B-20779,"3,910.79",0.00
PAY-D-8417,Bill Payment,06/18/2026,V-1292,Hermiston Melon Farms,ACH,977154879512019,USD,"5,994.48",1.0000,"5,994.48",B-20893,"5,994.48",0.00
PAY-D-8418,Bill Payment,06/25/2026,V-1015,Deschutes Brewing Supply Co-op,ACH,014273774516887,USD,"6,966.26",1.0000,"6,966.26",B-20780,"6,966.26",0.00
PAY-D-8419,Bill Payment,06/25/2026,V-1020,Cascade Coldchain Logistics,CHECK,40462,USD,"4,258.07",1.0000,"4,258.07",B-20113,"4,258.07",0.00
PAY-D-8420,Bill Payment,06/25/2026,V-1023,Clearwater Creamery,ACH,108489857572206,USD,"16,456.84",1.0000,"16,456.84",B-21141,"6,359.90",0.00
PAY-D-8420,Bill Payment,06/25/2026,V-1023,Clearwater Creamery,ACH,108489857572206,USD,"16,456.84",1.0000,"16,456.84",B-21212,"10,096.94",
PAY-D-8421,Bill Payment,06/25/2026,V-1031,Tualatin Hazelnut Co.,CHECK,40463,USD,"4,485.06",1.0000,"4,485.06",B-20667,"4,485.06",0.00
PAY-D-8422,Bill Payment,06/25/2026,V-1042,Pacific Coast Packaging LLC,ACH,298192191427810,USD,"5,761.60",1.0000,"5,761.60",B-20732,"5,761.60",0.00
PAY-D-8423,Bill Payment,06/25/2026,V-1066,Willamette Sanitation Supply,ACH,534307990505599,USD,965.74,1.0000,965.74,B-21447,965.74,0.00
PAY-D-8424,Bill Payment,06/25/2026,V-1077,Puget Sound Shellfish Co.,ACH,633785237232893,USD,"14,540.07",1.0000,"14,540.07",B-20180,"14,540.07",0.00
PAY-D-8425,Bill Payment,06/25/2026,V-1078,Rogue Valley Cheese Works,ACH,470732976997818,USD,"4,616.74",1.0000,"4,616.74",B-21472,"4,616.74",0.00
PAY-D-8426,Bill Payment,06/25/2026,V-1080,Mt. Hood Berry Farm,ACH,468881042170905,USD,"12,129.35",1.0000,"12,129.35",B-20737,"12,129.35",0.00
PAY-D-8427,Bill Payment,06/25/2026,V-1120,Columbia River Freightways,ACH,692647985747895,USD,"3,921.37",1.0000,"3,921.37",B-20227,"3,921.37",0.00
PAY-D-8428,Bill Payment,06/25/2026,V-1124,Coos Bay Crab Co.,CHECK,40464,USD,"15,350.08",1.0000,"15,350.08",B-20906,"15,350.08",0.00
PAY-D-8429,Bill Payment,06/25/2026,V-1127,Nooksack Berry Growers,ACH,317019015085708,USD,"10,888.78",1.0000,"10,888.78",B-20167,"10,888.78",0.00
PAY-D-8430,Bill Payment,06/25/2026,V-1128,Yakima Hop & Herb,ACH,010230895025829,USD,"11,221.10",1.0000,"11,221.10",B-20320,"11,221.10",0.00
PAY-D-8431,Bill Payment,06/25/2026,V-1136,Hells Canyon Honey,CHECK,40465,USD,"15,356.82",1.0000,"15,356.82",B-21479,"15,356.82",0.00
PAY-D-8432,Bill Payment,06/25/2026,V-1142,Umatilla Specialty Produce,CHECK,40466,USD,"9,116.48",1.0000,"9,116.48",B-21376,"9,116.48",0.00
