Invoice No,Customer ID,Customer Name,Invoice Date,Due Date,Terms,Currency,Subtotal,Tax,Total,Exchange Rate,Total (USD),Balance Due,Status
INV-10341,C-0035,Velvet Taproom,03/09/2026,03/24/2026,Net 15,USD,"3,930.89",0.00,"3,930.89",1.0000,"3,930.89",0.00,Paid
INV-10342,C-0121,Upland Kitchen,03/09/2026,03/24/2026,Net 15,USD,"3,488.07",0.00,"3,488.07",1.0000,"3,488.07",0.00,Paid
INV-10343,C-0272,Ramble Deli,03/09/2026,03/24/2026,Net 15,USD,"3,719.65",0.00,"3,719.65",1.0000,"3,719.65",0.00,Paid
INV-10344,C-0331,Ironwood Grocery,03/13/2026,04/12/2026,Net 30,USD,"18,621.98",0.00,"18,621.98",1.0000,"18,621.98",0.00,Paid
INV-10345,C-0047,Gable Brasserie,03/09/2026,03/24/2026,Net 15,USD,"2,373.51",0.00,"2,373.51",1.0000,"2,373.51",0.00,Paid
INV-10346,C-0399,Larch Mountain Mercantile,03/17/2026,04/16/2026,Net 30,USD,"26,807.25",0.00,"26,807.25",1.0000,"26,807.25",0.00,Paid
INV-10347,C-0130,Cinder Kitchen,03/09/2026,03/24/2026,Net 15,USD,"3,486.15",0.00,"3,486.15",1.0000,"3,486.15",0.00,Paid
INV-10348,C-0273,Coldwater Creek Market,03/09/2026,04/08/2026,Net 30,USD,"25,055.15",0.00,"25,055.15",1.0000,"25,055.15",0.00,Paid
INV-10349,C-0329,Oxbow Smokehouse,03/09/2026,03/24/2026,Net 15,USD,"2,970.99",0.00,"2,970.99",1.0000,"2,970.99",0.00,Paid
INV-10350,C-0335,Mountain Grocers Inc.,03/09/2026,04/08/2026,Net 30,USD,"23,092.42",0.00,"23,092.42",1.0000,"23,092.42",0.00,Paid
INV-10351,C-0400,Salmonberry Market,03/09/2026,04/08/2026,Net 30,USD,"11,628.61",0.00,"11,628.61",1.0000,"11,628.61",0.00,Paid
INV-10352,C-0120,Saltbox Kitchen,03/10/2026,03/25/2026,Net 15,USD,"1,250.00",0.00,"1,250.00",1.0000,"1,250.00",0.00,Paid
INV-10353,C-0215,Nook Eatery,03/10/2026,03/25/2026,Net 15,USD,"3,218.26",0.00,"3,218.26",1.0000,"3,218.26",0.00,Paid
INV-10354,C-0397,Fable Kitchen,03/10/2026,03/25/2026,Net 15,USD,"1,883.22",0.00,"1,883.22",1.0000,"1,883.22",0.00,Paid
INV-10355,C-0130,Cinder Kitchen,03/11/2026,03/26/2026,Net 15,USD,"1,019.53",0.00,"1,019.53",1.0000,"1,019.53",0.00,Paid
INV-10356,C-0427,Deschutes Food Hall,03/11/2026,04/10/2026,Net 30,USD,"24,323.71",0.00,"24,323.71",1.0000,"24,323.71",0.00,Paid
INV-10357,C-0045,Bridgetown Pantry,03/16/2026,04/15/2026,Net 30,USD,"21,684.60",0.00,"21,684.60",1.0000,"21,684.60",0.00,Paid
INV-10358,C-0186,Hawthorne Fresh Market,03/16/2026,04/15/2026,Net 30,USD,"27,013.20",0.00,"27,013.20",1.0000,"27,013.20",0.00,Paid
INV-10359,C-0096,Pioneer Square Provisions,03/18/2026,04/17/2026,Net 30,USD,"16,764.84",0.00,"16,764.84",1.0000,"16,764.84",0.00,Paid
INV-10360,C-0415,Kestrel Market Hall,03/18/2026,04/17/2026,Net 30,USD,"25,563.69",0.00,"25,563.69",1.0000,"25,563.69",0.00,Paid
INV-10361,C-0106,Fiddlehead Taproom,03/10/2026,03/25/2026,Net 15,USD,"1,469.49",0.00,"1,469.49",1.0000,"1,469.49",0.00,Paid
INV-10362,C-0401,Pinewood Kitchen,03/12/2026,03/27/2026,Net 15,USD,"1,893.50",0.00,"1,893.50",1.0000,"1,893.50",0.00,Paid
INV-10363,C-0389,Umpqua Valley Foods,03/16/2026,04/15/2026,Net 30,USD,"14,088.31",0.00,"14,088.31",1.0000,"14,088.31",0.00,Paid
INV-10364,C-0379,Filbert & Oak Market,03/18/2026,04/17/2026,Net 30,USD,"15,169.61",0.00,"15,169.61",1.0000,"15,169.61",0.00,Paid
INV-10365,C-0420,Nehalem Bay Grocers,03/18/2026,04/17/2026,Net 30,USD,"25,340.41",0.00,"25,340.41",1.0000,"25,340.41",0.00,Paid
INV-10366,C-0069,Riverbend Natural Grocers,03/11/2026,04/10/2026,Net 30,USD,"21,920.63",0.00,"21,920.63",1.0000,"21,920.63",0.00,Paid
INV-10367,C-0001,Meadowlark Bistro,03/12/2026,03/27/2026,Net 15,USD,"2,415.82",0.00,"2,415.82",1.0000,"2,415.82",0.00,Paid
INV-10368,C-0298,Nimbus Cafe,03/12/2026,03/27/2026,Net 15,USD,"1,971.39",0.00,"1,971.39",1.0000,"1,971.39",0.00,Paid
INV-10369,C-0132,Jubilee Cantina,03/13/2026,03/28/2026,Net 15,USD,"4,008.65",0.00,"4,008.65",1.0000,"4,008.65",0.00,Paid
INV-10370,C-0088,Palouse Provisions,03/18/2026,04/17/2026,Net 30,USD,"14,701.41",0.00,"14,701.41",1.0000,"14,701.41",0.00,Paid
INV-10371,C-0414,Belmont Natural Foods,03/16/2026,04/15/2026,Net 30,USD,"16,942.27",0.00,"16,942.27",1.0000,"16,942.27",0.00,Paid
INV-10372,C-0147,Vashon Island Market,03/17/2026,04/16/2026,Net 30,USD,"25,275.22",0.00,"25,275.22",1.0000,"25,275.22",0.00,Paid
INV-10373,C-0087,Inkwell Supper Club,03/16/2026,03/31/2026,Net 15,USD,"3,932.48",0.00,"3,932.48",1.0000,"3,932.48",0.00,Paid
INV-10374,C-0214,Nectar Noodle House,03/16/2026,03/31/2026,Net 15,USD,"3,286.86",0.00,"3,286.86",1.0000,"3,286.86",0.00,Paid
INV-10375,C-0308,Northstar Deli,03/16/2026,03/31/2026,Net 15,USD,"3,133.78",0.00,"3,133.78",1.0000,"3,133.78",0.00,Paid
INV-10376,C-0193,Quinault Country Store,03/18/2026,04/17/2026,Net 30,USD,"23,641.48",0.00,"23,641.48",1.0000,"23,641.48",0.00,Paid
INV-10377,C-0233,Rose City Market Hall,03/18/2026,04/17/2026,Net 30,USD,"27,098.29",0.00,"27,098.29",1.0000,"27,098.29",0.00,Paid
INV-10378,C-0046,Yakima Orchard Market,03/19/2026,04/18/2026,Net 30,USD,"20,391.96",0.00,"20,391.96",1.0000,"20,391.96",0.00,Paid
INV-10379,C-0056,Granary Pizzeria,03/16/2026,03/31/2026,Net 15,USD,"3,314.59",0.00,"3,314.59",1.0000,"3,314.59",0.00,Paid
INV-10380,C-0250,Nettle Cantina,03/16/2026,03/31/2026,Net 15,USD,"2,178.98",0.00,"2,178.98",1.0000,"2,178.98",0.00,Paid
INV-10381,C-0121,Upland Kitchen,03/17/2026,04/01/2026,Net 15,USD,"3,826.92",0.00,"3,826.92",1.0000,"3,826.92",0.00,Paid
INV-10382,C-0396,Driftwood Pantry,03/19/2026,04/18/2026,Net 30,USD,"15,865.90",0.00,"15,865.90",1.0000,"15,865.90",0.00,Paid
INV-10383,C-0033,Treasure Valley Market,03/23/2026,04/22/2026,Net 30,USD,"26,197.30",0.00,"26,197.30",1.0000,"26,197.30",0.00,Paid
INV-10384,C-0359,Yew Grill,03/16/2026,03/31/2026,Net 15,USD,"3,806.99",0.00,"3,806.99",1.0000,"3,806.99",0.00,Paid
INV-10385,C-0425,Thistle Pizzeria,03/16/2026,03/31/2026,Net 15,USD,"2,578.31",0.00,"2,578.31",1.0000,"2,578.31",0.00,Paid
INV-10386,C-0075,Vesper Pizzeria,03/17/2026,04/01/2026,Net 15,USD,766.37,0.00,766.37,1.0000,766.37,0.00,Paid
INV-10387,C-0082,Chanterelle Supper Club,03/17/2026,04/01/2026,Net 15,USD,"2,413.24",0.00,"2,413.24",1.0000,"2,413.24",0.00,Paid
INV-10388,C-0107,Green Valley Co-op,03/17/2026,04/16/2026,Net 30,USD,"18,545.31",0.00,"18,545.31",1.0000,"18,545.31",0.00,Paid
INV-10389,C-0219,Huckleberry Grill,03/17/2026,04/01/2026,Net 15,USD,"1,977.37",0.00,"1,977.37",1.0000,"1,977.37",0.00,Paid
INV-10390,C-0297,Canopy Deli,03/18/2026,04/02/2026,Net 15,USD,"1,971.79",0.00,"1,971.79",1.0000,"1,971.79",0.00,Paid
INV-10391,C-0027,Cascade Harvest Grocers,03/24/2026,04/23/2026,Net 30,USD,"19,736.94",0.00,"19,736.94",1.0000,"19,736.94",0.00,Paid
INV-10392,C-0306,Tillamook Road Grocery,03/24/2026,04/23/2026,Net 30,USD,"22,428.39",0.00,"22,428.39",1.0000,"22,428.39",0.00,Paid
INV-10393,C-0204,Foundry Bakery,03/17/2026,04/01/2026,Net 15,USD,"1,291.59",0.00,"1,291.59",1.0000,"1,291.59",0.00,Paid
INV-10394,C-0239,Larkspur Noodle House,03/17/2026,04/01/2026,Net 15,USD,"2,152.65",0.00,"2,152.65",1.0000,"2,152.65",0.00,Paid
INV-10395,C-0296,Bluebird Smokehouse,03/18/2026,04/02/2026,Net 15,USD,"1,182.12",0.00,"1,182.12",1.0000,"1,182.12",0.00,Paid
INV-10396,C-0330,Alder Street Market,03/19/2026,04/18/2026,Net 30,USD,"19,210.48",0.00,"19,210.48",1.0000,"19,210.48",0.00,Paid
INV-10397,C-0143,Gorge Valley Co-op,03/23/2026,04/22/2026,Net 30,USD,"18,860.46",0.00,"18,860.46",1.0000,"18,860.46",0.00,Paid
INV-10398,C-0198,GREEN VALLEY COOP #2,03/23/2026,04/22/2026,Net 30,USD,"21,009.71",0.00,"21,009.71",1.0000,"21,009.71",0.00,Paid
INV-10399,C-0335,Mountain Grocers Inc.,03/24/2026,04/23/2026,Net 30,USD,"25,376.90",0.00,"25,376.90",1.0000,"25,376.90",0.00,Paid
INV-10400,C-0182,Jasper Bakery,03/18/2026,04/02/2026,Net 15,USD,"3,417.54",0.00,"3,417.54",1.0000,"3,417.54",0.00,Paid
INV-10401,C-0206,Otter Brasserie,03/18/2026,04/02/2026,Net 15,USD,"1,934.23",0.00,"1,934.23",1.0000,"1,934.23",0.00,Paid
INV-10402,C-0324,Obsidian Grill,03/18/2026,04/02/2026,Net 15,USD,"2,978.85",0.00,"2,978.85",1.0000,"2,978.85",0.00,Paid
INV-10403,C-0093,Heron Cafe,03/19/2026,04/03/2026,Net 15,USD,"1,602.39",0.00,"1,602.39",1.0000,"1,602.39",0.00,Paid
INV-10404,C-0204,Foundry Bakery,03/19/2026,04/03/2026,Net 15,USD,"2,966.21",0.00,"2,966.21",1.0000,"2,966.21",0.00,Paid
INV-10405,C-0357,Mountain Grocers LLC,03/19/2026,04/18/2026,Net 30,USD,"24,488.05",0.00,"24,488.05",1.0000,"24,488.05",0.00,Paid
INV-10406,C-0348,Foxglove Market,03/24/2026,04/23/2026,Net 30,USD,"27,246.68",0.00,"27,246.68",1.0000,"27,246.68",0.00,Paid
INV-10407,C-0069,Riverbend Natural Grocers,03/23/2026,04/22/2026,Net 30,USD,"15,900.92",0.00,"15,900.92",1.0000,"15,900.92",0.00,Paid
INV-10408,C-0090,Zigzag Mountain Grocery,03/23/2026,04/22/2026,Net 30,USD,"22,322.79",0.00,"22,322.79",1.0000,"22,322.79",0.00,Paid
INV-10409,C-0163,Elk Rock Provisions,03/23/2026,04/22/2026,Net 30,USD,"21,299.02",0.00,"21,299.02",1.0000,"21,299.02",0.00,Paid
INV-10410,C-0200,Ember Lane Grocers,03/27/2026,04/26/2026,Net 30,USD,"28,128.51",0.00,"28,128.51",1.0000,"28,128.51",0.00,Paid
INV-10411,C-0305,Bittern Bistro,03/20/2026,04/04/2026,Net 15,USD,"4,160.19",0.00,"4,160.19",1.0000,"4,160.19",0.00,Paid
INV-10412,C-0064,Juniper Hill Foods,03/23/2026,04/22/2026,Net 30,USD,"22,461.23",0.00,"22,461.23",1.0000,"22,461.23",0.00,Paid
INV-10413,C-0105,Whidbey Harvest Co-op,03/23/2026,04/22/2026,Net 30,USD,"11,717.66",0.00,"11,717.66",1.0000,"11,717.66",0.00,Paid
INV-10414,C-0273,Coldwater Creek Market,03/23/2026,04/22/2026,Net 30,USD,"21,169.35",0.00,"21,169.35",1.0000,"21,169.35",0.00,Paid
INV-10415,C-0012,Olallie Market,03/23/2026,04/22/2026,Net 30,USD,"26,628.77",0.00,"26,628.77",1.0000,"26,628.77",0.00,Paid
INV-10416,C-0278,Sorrel Cantina,03/23/2026,04/07/2026,Net 15,USD,"2,522.58",0.00,"2,522.58",1.0000,"2,522.58",0.00,Paid
INV-10417,C-0400,Salmonberry Market,03/23/2026,04/22/2026,Net 30,USD,"25,282.19",0.00,"25,282.19",1.0000,"25,282.19",0.00,Paid
INV-10418,C-0402,Verbena Supper Club,03/24/2026,04/08/2026,Net 15,USD,"2,979.47",0.00,"2,979.47",1.0000,"2,979.47",0.00,Paid
INV-10419,C-0183,Madrona Food Co-op,03/26/2026,04/25/2026,Net 30,USD,"14,771.31",0.00,"14,771.31",1.0000,"14,771.31",0.00,Paid
INV-10420,C-0357,Mountain Grocers LLC,03/31/2026,04/30/2026,Net 30,USD,"15,705.30",0.00,"15,705.30",1.0000,"15,705.30",0.00,Paid
INV-10421,C-0379,Filbert & Oak Market,03/31/2026,04/30/2026,Net 30,USD,"26,928.94",0.00,"26,928.94",1.0000,"26,928.94",0.00,Paid
INV-10422,C-0272,Ramble Deli,03/23/2026,04/07/2026,Net 15,USD,745.02,0.00,745.02,1.0000,745.02,0.00,Paid
INV-10423,C-0281,Tidewater Deli,03/23/2026,04/07/2026,Net 15,USD,"1,276.54",0.00,"1,276.54",1.0000,"1,276.54",0.00,Paid
INV-10424,C-0396,Driftwood Pantry,04/01/2026,05/01/2026,Net 30,USD,"25,267.05",0.00,"25,267.05",1.0000,"25,267.05",0.00,Paid
INV-10425,C-0133,Sawtooth Natural Foods,03/25/2026,04/24/2026,Net 30,USD,"12,070.27",0.00,"12,070.27",1.0000,"12,070.27",0.00,Paid
INV-10426,C-0221,Kiln Deli,03/25/2026,04/09/2026,Net 15,USD,"3,403.84",0.00,"3,403.84",1.0000,"3,403.84",0.00,Paid
INV-10427,C-0329,Oxbow Smokehouse,03/26/2026,04/10/2026,Net 15,USD,"2,400.00",0.00,"2,400.00",1.0000,"2,400.00",0.00,Paid
INV-10428,C-0237,Plover Supper Club,03/25/2026,04/09/2026,Net 15,USD,"1,308.42",0.00,"1,308.42",1.0000,"1,308.42",0.00,Paid
INV-10429,C-0242,Pumice Cantina,03/25/2026,04/09/2026,Net 15,USD,"1,740.21",0.00,"1,740.21",1.0000,"1,740.21",0.00,Paid
INV-10430,C-0108,Millrace Pizzeria,03/26/2026,04/10/2026,Net 15,USD,"1,330.60",0.00,"1,330.60",1.0000,"1,330.60",0.00,Paid
INV-10431,C-0106,Fiddlehead Taproom,03/27/2026,04/11/2026,Net 15,USD,"3,937.47",0.00,"3,937.47",1.0000,"3,937.47",0.00,Paid
INV-10432,C-0122,Owyhee Mercantile,03/27/2026,04/26/2026,Net 30,USD,"27,657.31",0.00,"27,657.31",1.0000,"27,657.31",0.00,Paid
INV-10433,C-0132,Jubilee Cantina,03/27/2026,04/11/2026,Net 15,USD,"1,998.32",0.00,"1,998.32",1.0000,"1,998.32",0.00,Paid
INV-10434,C-0147,Vashon Island Market,03/31/2026,04/30/2026,Net 30,USD,"23,238.19",0.00,"23,238.19",1.0000,"23,238.19",0.00,Paid
INV-10435,C-0186,Hawthorne Fresh Market,04/01/2026,05/01/2026,Net 30,USD,"25,722.89",0.00,"25,722.89",1.0000,"25,722.89",0.00,Paid
INV-10436,C-0193,Quinault Country Store,04/03/2026,05/03/2026,Net 30,USD,"25,221.60",0.00,"25,221.60",1.0000,"25,221.60",0.00,Paid
INV-10437,C-0301,Alpenkost GmbH,05/01/2026,07/30/2026,Net 90,EUR,"10,237.67",0.00,"10,237.67",1.0990,"11,251.20","10,237.67",Open
INV-10438,C-0155,Lodestar Cafe,03/26/2026,04/10/2026,Net 15,USD,"2,418.84",0.00,"2,418.84",1.0000,"2,418.84",0.00,Paid
INV-10439,C-0197,Elderberry Deli,03/26/2026,04/10/2026,Net 15,USD,"3,401.87",0.00,"3,401.87",1.0000,"3,401.87",0.00,Paid
INV-10440,C-0427,Deschutes Food Hall,03/26/2026,04/25/2026,Net 30,USD,"11,368.92",0.00,"11,368.92",1.0000,"11,368.92",0.00,Paid
INV-10441,C-0129,Anchor Pizzeria,03/27/2026,04/11/2026,Net 15,USD,"3,791.77",0.00,"3,791.77",1.0000,"3,791.77",0.00,Paid
INV-10442,C-0389,Umpqua Valley Foods,03/30/2026,04/29/2026,Net 30,USD,"23,285.19",0.00,"23,285.19",1.0000,"23,285.19",0.00,Paid
INV-10443,C-0415,Kestrel Market Hall,03/30/2026,04/29/2026,Net 30,USD,"17,701.52",0.00,"17,701.52",1.0000,"17,701.52",0.00,Paid
INV-10444,C-0414,Belmont Natural Foods,04/01/2026,05/01/2026,Net 30,USD,"18,163.25",0.00,"18,163.25",1.0000,"18,163.25",0.00,Paid
INV-10445,C-0301,Alpenkost GmbH,04/22/2026,07/21/2026,Net 90,EUR,"8,357.86",0.00,"8,357.86",1.0913,"9,120.93","8,357.86",Open
INV-10446,C-0031,Oyster Taproom,03/27/2026,04/11/2026,Net 15,USD,"2,135.45",0.00,"2,135.45",1.0000,"2,135.45",0.00,Paid
INV-10447,C-0399,Larch Mountain Mercantile,03/31/2026,04/30/2026,Net 30,USD,"21,063.10",0.00,"21,063.10",1.0000,"21,063.10",0.00,Paid
INV-10448,C-0233,Rose City Market Hall,04/02/2026,05/02/2026,Net 30,USD,"18,766.80",0.00,"18,766.80",1.0000,"18,766.80",0.00,Paid
INV-10449,C-0420,Nehalem Bay Grocers,04/03/2026,05/03/2026,Net 30,USD,"12,393.77",0.00,"12,393.77",1.0000,"12,393.77",0.00,Paid
INV-10450,C-0045,Bridgetown Pantry,03/30/2026,04/29/2026,Net 30,USD,"26,629.68",0.00,"26,629.68",1.0000,"26,629.68",0.00,Paid
INV-10451,C-0331,Ironwood Grocery,03/30/2026,04/29/2026,Net 30,USD,"26,479.75",0.00,"26,479.75",1.0000,"26,479.75",0.00,Paid
INV-10452,C-0351,Yeoman Brasserie,03/30/2026,04/14/2026,Net 15,USD,"2,589.78",0.00,"2,589.78",1.0000,"2,589.78",0.00,Paid
INV-10453,C-0046,Yakima Orchard Market,04/03/2026,05/03/2026,Net 30,USD,"20,933.03",0.00,"20,933.03",1.0000,"20,933.03",0.00,Paid
INV-10454,C-0096,Pioneer Square Provisions,04/03/2026,05/03/2026,Net 30,USD,"20,156.87",0.00,"20,156.87",1.0000,"20,156.87",0.00,Paid
INV-10455,C-0001,Meadowlark Bistro,03/30/2026,04/14/2026,Net 15,USD,"2,577.47",0.00,"2,577.47",1.0000,"2,577.47",0.00,Paid
INV-10456,C-0089,Kinfolk Pizzeria,03/30/2026,04/14/2026,Net 15,USD,"1,369.77",0.00,"1,369.77",1.0000,"1,369.77",0.00,Paid
INV-10457,C-0115,Gull Eatery,03/30/2026,04/14/2026,Net 15,USD,"4,033.34",0.00,"4,033.34",1.0000,"4,033.34",0.00,Paid
INV-10458,C-0130,Cinder Kitchen,03/30/2026,04/14/2026,Net 15,USD,"2,804.75",0.00,"2,804.75",1.0000,"2,804.75",0.00,Paid
INV-10459,C-0359,Yew Grill,03/30/2026,04/14/2026,Net 15,USD,748.95,0.00,748.95,1.0000,748.95,0.00,Paid
INV-10460,C-0050,Aster Kitchen,03/31/2026,04/15/2026,Net 15,USD,"4,000.61",0.00,"4,000.61",1.0000,"4,000.61",0.00,Paid
INV-10461,C-0219,Huckleberry Grill,03/31/2026,04/15/2026,Net 15,USD,"2,485.52",0.00,"2,485.52",1.0000,"2,485.52",0.00,Paid
INV-10462,C-0088,Palouse Provisions,04/03/2026,05/03/2026,Net 30,USD,"11,978.31",0.00,"11,978.31",1.0000,"11,978.31",0.00,Paid
INV-10463,C-0183,Madrona Food Co-op,04/07/2026,05/07/2026,Net 30,USD,"19,026.90",0.00,"19,026.90",1.0000,"19,026.90",0.00,Paid
INV-10464,C-0143,Gorge Valley Co-op,04/06/2026,05/06/2026,Net 30,USD,"15,912.39",0.00,"15,912.39",1.0000,"15,912.39",0.00,Paid
INV-10465,C-0330,Alder Street Market,04/06/2026,05/06/2026,Net 30,USD,"16,278.68",0.00,"16,278.68",1.0000,"16,278.68",0.00,Paid
INV-10466,C-0012,Olallie Market,04/08/2026,05/08/2026,Net 30,USD,"12,851.26",0.00,"12,851.26",1.0000,"12,851.26",0.00,Paid
INV-10467,C-0306,Tillamook Road Grocery,04/07/2026,05/07/2026,Net 30,USD,"25,671.58",0.00,"25,671.58",1.0000,"25,671.58",0.00,Paid
INV-10468,C-0027,Cascade Harvest Grocers,04/08/2026,05/08/2026,Net 30,USD,"21,094.10",0.00,"21,094.10",1.0000,"21,094.10",0.00,Paid
INV-10469,C-0154,Green Valley Cooperative Market,04/01/2026,05/01/2026,Net 30,USD,"26,513.61",0.00,"26,513.61",1.0000,"26,513.61",0.00,Paid
INV-10470,C-0308,Northstar Deli,04/02/2026,04/17/2026,Net 15,USD,"2,180.16",0.00,"2,180.16",1.0000,"2,180.16",0.00,Paid
INV-10471,C-0112,Loam Bakery,04/03/2026,04/18/2026,Net 15,USD,"3,055.24",0.00,"3,055.24",1.0000,"3,055.24",0.00,Paid
INV-10472,C-0335,Mountain Grocers Inc.,04/06/2026,05/06/2026,Net 30,USD,"13,145.62",0.00,"13,145.62",1.0000,"13,145.62",0.00,Paid
INV-10473,C-0033,Treasure Valley Market,04/08/2026,05/08/2026,Net 30,USD,"20,503.00",0.00,"20,503.00",1.0000,"20,503.00",0.00,Paid
INV-10474,C-0380,Quill Grill,04/02/2026,04/17/2026,Net 15,USD,"1,932.96",0.00,"1,932.96",1.0000,"1,932.96",0.00,Paid
INV-10475,C-0115,Gull Eatery,04/03/2026,04/18/2026,Net 15,USD,"3,297.06",0.00,"3,297.06",1.0000,"3,297.06",0.00,Paid
INV-10476,C-0090,Zigzag Mountain Grocery,04/06/2026,05/06/2026,Net 30,USD,"22,500.87",0.00,"22,500.87",1.0000,"22,500.87",0.00,Paid
INV-10477,C-0133,Sawtooth Natural Foods,04/06/2026,05/06/2026,Net 30,USD,"23,596.99",0.00,"23,596.99",1.0000,"23,596.99",0.00,Paid
INV-10478,C-0163,Elk Rock Provisions,04/06/2026,05/06/2026,Net 30,USD,"22,694.03",0.00,"22,694.03",1.0000,"22,694.03",0.00,Paid
INV-10479,C-0198,GREEN VALLEY COOP #2,04/06/2026,05/06/2026,Net 30,USD,"28,504.16",0.00,"28,504.16",1.0000,"28,504.16",0.00,Paid
INV-10480,C-0275,Tamarack Smokehouse,04/06/2026,04/21/2026,Net 15,USD,"1,534.22",0.00,"1,534.22",1.0000,"1,534.22",0.00,Paid
INV-10481,C-0348,Foxglove Market,04/06/2026,05/06/2026,Net 30,USD,"22,064.11",0.00,"22,064.11",1.0000,"22,064.11",0.00,Paid
INV-10482,C-0427,Deschutes Food Hall,04/08/2026,05/08/2026,Net 30,USD,"15,784.59",0.00,"15,784.59",1.0000,"15,784.59",0.00,Paid
INV-10483,C-0037,Bellwether Tavern,04/06/2026,04/21/2026,Net 15,USD,"3,903.22",0.00,"3,903.22",1.0000,"3,903.22",0.00,Paid
INV-10484,C-0050,Aster Kitchen,04/06/2026,04/21/2026,Net 15,USD,"3,288.58",0.00,"3,288.58",1.0000,"3,288.58",0.00,Paid
INV-10485,C-0206,Otter Brasserie,04/06/2026,04/21/2026,Net 15,USD,"1,106.18",0.00,"1,106.18",1.0000,"1,106.18",0.00,Paid
INV-10486,C-0218,Undertow Bakery,04/06/2026,04/21/2026,Net 15,USD,"2,354.75",0.00,"2,354.75",1.0000,"2,354.75",0.00,Paid
INV-10487,C-0381,Rookery Cafe,04/07/2026,04/22/2026,Net 15,USD,"3,444.09",0.00,"3,444.09",1.0000,"3,444.09",0.00,Paid
INV-10488,C-0055,Lumen Kitchen,04/06/2026,04/21/2026,Net 15,USD,"2,864.35",0.00,"2,864.35",1.0000,"2,864.35",0.00,Paid
INV-10489,C-0093,Heron Cafe,04/06/2026,04/21/2026,Net 15,USD,"3,574.86",0.00,"3,574.86",1.0000,"3,574.86",0.00,Paid
INV-10490,C-0273,Coldwater Creek Market,04/06/2026,05/06/2026,Net 30,USD,"18,748.89",0.00,"18,748.89",1.0000,"18,748.89",0.00,Paid
INV-10491,C-0297,Canopy Deli,04/06/2026,04/21/2026,Net 15,USD,"3,837.93",0.00,"3,837.93",1.0000,"3,837.93",0.00,Paid
INV-10492,C-0406,Wharf Cantina,04/06/2026,04/21/2026,Net 15,USD,"2,723.76",0.00,"2,723.76",1.0000,"2,723.76",0.00,Paid
INV-10493,C-0064,Juniper Hill Foods,04/07/2026,05/07/2026,Net 30,USD,"17,562.79",0.00,"17,562.79",1.0000,"17,562.79",0.00,Paid
INV-10494,C-0069,Riverbend Natural Grocers,04/07/2026,05/07/2026,Net 30,USD,"15,402.42",0.00,"15,402.42",1.0000,"15,402.42",0.00,Paid
INV-10495,C-0105,Whidbey Harvest Co-op,04/07/2026,05/07/2026,Net 30,USD,"17,108.04",0.00,"17,108.04",1.0000,"17,108.04",0.00,Paid
INV-10496,C-0237,Plover Supper Club,04/07/2026,04/22/2026,Net 15,USD,"3,261.65",0.00,"3,261.65",1.0000,"3,261.65",0.00,Paid
INV-10497,C-0261,Harbor Tavern,04/08/2026,04/23/2026,Net 15,USD,"1,984.46",0.00,"1,984.46",1.0000,"1,984.46",0.00,Paid
INV-10498,C-0369,Eddy Pizzeria,04/08/2026,04/23/2026,Net 15,USD,"2,229.04",0.00,"2,229.04",1.0000,"2,229.04",0.00,Paid
INV-10499,C-0045,Bridgetown Pantry,04/13/2026,05/13/2026,Net 30,USD,"27,823.40",0.00,"27,823.40",1.0000,"27,823.40",0.00,Paid
INV-10500,C-0089,Kinfolk Pizzeria,04/07/2026,04/22/2026,Net 15,USD,"3,323.82",0.00,"3,323.82",1.0000,"3,323.82",0.00,Paid
INV-10501,C-0208,Ursa Noodle House,04/08/2026,04/23/2026,Net 15,USD,"1,721.60",0.00,"1,721.60",1.0000,"1,721.60",0.00,Paid
INV-10502,C-0390,Dogwood Bistro,04/08/2026,04/23/2026,Net 15,USD,"3,223.65",0.00,"3,223.65",1.0000,"3,223.65",0.00,Paid
INV-10503,C-0400,Salmonberry Market,04/08/2026,05/08/2026,Net 30,USD,"14,718.34",0.00,"14,718.34",1.0000,"14,718.34",0.00,Paid
INV-10504,C-0200,Ember Lane Grocers,04/10/2026,05/10/2026,Net 30,USD,"17,070.41",0.00,"17,070.41",1.0000,"17,070.41",0.00,Paid
INV-10505,C-0154,Green Valley Cooperative Market,04/13/2026,05/13/2026,Net 30,USD,"13,130.59",0.00,"13,130.59",1.0000,"13,130.59",0.00,Paid
INV-10506,C-0301,Alpenkost GmbH,05/26/2026,08/24/2026,Net 90,EUR,"11,239.37",0.00,"11,239.37",1.1124,"12,502.68","11,239.37",Open
INV-10507,C-0037,Bellwether Tavern,04/08/2026,04/23/2026,Net 15,USD,"1,118.39",0.00,"1,118.39",1.0000,"1,118.39",0.00,Paid
INV-10508,C-0136,Redtail Brasserie,04/08/2026,04/23/2026,Net 15,USD,"1,859.03",0.00,"1,859.03",1.0000,"1,859.03",0.00,Paid
INV-10509,C-0047,Gable Brasserie,04/10/2026,04/25/2026,Net 15,USD,"3,288.07",0.00,"3,288.07",1.0000,"3,288.07",0.00,Paid
INV-10510,C-0121,Upland Kitchen,04/10/2026,04/25/2026,Net 15,USD,"3,430.57",0.00,"3,430.57",1.0000,"3,430.57",0.00,Paid
INV-10511,C-0204,Foundry Bakery,04/10/2026,04/25/2026,Net 15,USD,"2,450.20",0.00,"2,450.20",1.0000,"2,450.20",0.00,Paid
