Customer ID,Customer Name,Address,City,State,Zip,Country,AP Email,Tax ID,Currency,Terms,Status,Created
C-0365,Quarry Bistro,6181 Market St,Corvallis,OR,97381,US,billing@quarrybistro.com,XX-XXX8585,USD,Net 15,Active,05/26/2020
C-0366,Kettle Bistro,6627 Pacific Ave,Seattle,WA,98109,US,billing@kettlebistro.com,XX-XXX3259,USD,Net 15,Active,01/27/2018
C-0367,Juniper Eatery,6863 Riverside Dr,Bellevue,WA,98075,US,billing@junipereatery.com,XX-XXX6333,USD,Net 15,Active,06/30/2011
C-0368,East Brook Market,7699 Main St,Olympia,WA,98537,US,ap@eastbrookmarket.com,XX-XXX6650,USD,Net 30,Inactive,11/03/2022
C-0369,Eddy Pizzeria,8037 Center St,Portland,OR,97288,US,billing@eddypizzeria.com,XX-XXX8661,USD,Net 15,Active,06/01/2014
C-0370,West Harbor Deli,6648 W Idaho St,Seattle,WA,98170,US,ap@westharbordeli.com,XX-XXX3773,USD,Net 30,Inactive,09/10/2018
C-0371,Marrow Brasserie,2243 Industrial Way,Portland,OR,97213,US,billing@marrowbrasserie.com,XX-XXX1379,USD,Net 15,Active,09/09/2024
C-0372,Low Brook Cafe,1513 Riverside Dr,Beaverton,OR,97089,US,ap@lowbrookcafe.com,XX-XXX7999,USD,Net 30,Inactive,06/18/2015
C-0373,North Meadow Catering,5971 Pearl St,Olympia,WA,98577,US,ap@northmeadowcaterin.com,XX-XXX8251,USD,Net 30,Inactive,09/29/2011
C-0374,South Summit Cafe,7643 Broadway,Meridian,ID,83641,US,ap@southsummitcafe.com,XX-XXX5596,USD,Net 30,Inactive,07/29/2020
C-0375,Blue Meadow Grocery,245 Rainier Ave S,Bellevue,WA,98002,US,ap@bluemeadowgrocery.com,XX-XXX8685,USD,Net 30,Inactive,01/27/2011
C-0376,North Field Catering,7050 Center St,Gresham,OR,97003,US,ap@northfieldcatering.com,XX-XXX9410,USD,Net 30,Inactive,10/17/2013
C-0377,Twin Lake Foods,8922 W Idaho St,Tacoma,WA,98470,US,ap@twinlakefoods.com,XX-XXX2649,USD,Net 30,Inactive,07/24/2012
C-0378,Yellowjacket Taproom,1284 Broadway,Beaverton,OR,97019,US,billing@yellowjackettaproo.com,XX-XXX4137,USD,Net 15,Active,11/26/2014
C-0379,Filbert & Oak Market,9626 Riverside Dr,Gresham,OR,97052,US,ap@filbertoakmarket.com,XX-XXX8363,USD,Net 30,Active,01/23/2021
C-0380,Quill Grill,4437 Broadway,Beaverton,OR,97093,US,billing@quillgrill.com,XX-XXX5625,USD,Net 15,Active,04/04/2022
C-0381,Rookery Cafe,2719 Industrial Way,Gresham,OR,97028,US,billing@rookerycafe.com,XX-XXX4366,USD,Net 15,Active,10/30/2015
C-0382,Sunny Harbor Cafe,6218 Industrial Way,Boise,ID,83737,US,ap@sunnyharborcafe.com,XX-XXX9757,USD,Net 30,Inactive,08/14/2012
C-0383,Big Brook Bistro,3677 N Mississippi Ave,Portland,OR,97274,US,ap@bigbrookbistro.com,XX-XXX9647,USD,Net 30,Inactive,04/23/2015
C-0384,Big Brook Grocery,7856 NE Alberta St,Idaho Falls,ID,83456,US,ap@bigbrookgrocery.com,XX-XXX2229,USD,Net 30,Inactive,08/13/2009
C-0385,South Mill Grocery,725 SE Division St,Meridian,ID,83654,US,ap@southmillgrocery.com,XX-XXX4106,USD,Net 30,Inactive,12/20/2019
C-0386,Eugene Hospital Foodservice,6390 Market St,Portland,OR,97208,US,ap@eugenehospitalfood.org,XX-XXX2892,USD,Net 30,Active,07/24/2016
C-0387,Sunny Prairie Catering,1280 NW 23rd Ave,Tacoma,WA,98489,US,ap@sunnyprairiecateri.com,XX-XXX3252,USD,Net 30,Inactive,11/21/2015
C-0388,Low Spring Bistro,2332 Oak St,Gresham,OR,97022,US,ap@lowspringbistro.com,XX-XXX5235,USD,Net 30,Inactive,01/04/2014
C-0389,Umpqua Valley Foods,8609 Harbor Dr,Everett,WA,98229,US,ap@umpquavalleyfoods.com,XX-XXX9664,USD,Net 30,Active,12/11/2011
C-0390,Dogwood Bistro,2572 Oak St,Hillsboro,OR,97118,US,billing@dogwoodbistro.com,XX-XXX7946,USD,Net 15,Active,09/12/2023
C-0391,Golden Pine Foods,5630 Center St,Seattle,WA,98138,US,ap@goldenpinefoods.com,XX-XXX9799,USD,Net 30,Inactive,04/08/2012
C-0392,Misty River Grocery,4480 Market St,Tacoma,WA,98435,US,ap@mistyrivergrocery.com,XX-XXX1227,USD,Net 30,Inactive,08/16/2015
C-0393,Misty Mill Market,8017 Capitol Blvd,Idaho Falls,ID,83477,US,ap@mistymillmarket.com,XX-XXX2524,USD,Net 30,Inactive,09/21/2021
C-0394,Old Lake Kitchen,232 SW Barbur Blvd,Vancouver,WA,98665,US,ap@oldlakekitchen.com,XX-XXX8240,USD,Net 30,Inactive,12/08/2021
C-0396,Driftwood Pantry,8231 Capitol Blvd,Hood River,OR,97036,US,ap@driftwoodpantry.com,XX-XXX3546,USD,Net 30,Active,03/23/2021
C-0397,Fable Kitchen,1284 Broadway,Bellevue,WA,98062,US,billing@fablekitchen.com,XX-XXX2825,USD,Net 15,Active,07/23/2012
C-0398,High Field Grocery,943 Center St,Everett,WA,98247,US,ap@highfieldgrocery.com,XX-XXX9029,USD,Net 30,Inactive,11/09/2018
C-0399,Larch Mountain Mercantile,7293 Market St,Corvallis,OR,97339,US,ap@larchmountainmerca.com,XX-XXX2485,USD,Net 30,Active,11/13/2018
C-0400,Salmonberry Market,5533 NE Alberta St,Tacoma,WA,98417,US,ap@salmonberrymarket.com,XX-XXX2543,USD,Net 30,Active,03/13/2019
C-0401,Pinewood Kitchen,8671 Pacific Ave,Boise,ID,83704,US,billing@pinewoodkitchen.com,XX-XXX2239,USD,Net 15,Active,10/23/2017
C-0402,Verbena Supper Club,4602 N Mississippi Ave,Salem,OR,97319,US,billing@verbenasupperclub.com,XX-XXX3750,USD,Net 15,Active,12/15/2023
C-0403,Basalt Grill,8274 Oak St,Everett,WA,98288,US,billing@basaltgrill.com,XX-XXX5179,USD,Net 15,Active,06/04/2020
C-0404,Cairn Cafe,3922 Industrial Way,Everett,WA,98251,US,billing@cairncafe.com,XX-XXX1657,USD,Net 15,Active,10/24/2020
C-0405,High Butte Bistro,3959 Commercial St NE,Idaho Falls,ID,83437,US,ap@highbuttebistro.com,XX-XXX5156,USD,Net 30,Inactive,09/03/2011
C-0406,Wharf Cantina,8845 Market St,Olympia,WA,98565,US,billing@wharfcantina.com,XX-XXX5752,USD,Net 15,Active,09/24/2023
C-0407,Big Canyon Kitchen,8984 Capitol Blvd,Nampa,ID,83639,US,ap@bigcanyonkitchen.com,XX-XXX7120,USD,Net 30,Inactive,08/10/2015
C-0408,Golden Butte Kitchen,4634 Front Ave,Corvallis,OR,97363,US,ap@goldenbuttekitchen.com,XX-XXX7862,USD,Net 30,Inactive,09/14/2020
C-0409,Blue Creek Grocery,7948 NE Alberta St,Olympia,WA,98535,US,ap@bluecreekgrocery.com,XX-XXX6118,USD,Net 30,Inactive,11/16/2017
C-0411,Iris Taproom,8946 NE Alberta St,Eugene,OR,97494,US,billing@iristaproom.com,XX-XXX7708,USD,Net 15,Active,08/16/2015
C-0412,Cedar & Salt Bistro,3340 SE Belmont St,Portland,OR,97214,US,books@cedarandsalt.com,XX-XXX1212,USD,Net 15,Inactive,04/22/2019
C-0413,Sunny Summit Grocery,5787 Commercial St NE,Beaverton,OR,97078,US,ap@sunnysummitgrocery.com,XX-XXX4040,USD,Net 30,Inactive,06/07/2017
C-0414,Belmont Natural Foods,9330 Riverside Dr,Beaverton,OR,97089,US,ap@belmontnaturalfood.com,XX-XXX9547,USD,Net 30,Active,02/02/2024
C-0415,Kestrel Market Hall,237 Pacific Ave,Hillsboro,OR,97134,US,ap@kestrelmarkethall.com,XX-XXX2232,USD,Net 30,Active,05/06/2012
C-0416,Misty Grove Cafe,4793 Evergreen Pkwy,Lake Oswego,OR,97079,US,ap@mistygrovecafe.com,XX-XXX7253,USD,Net 30,Inactive,07/30/2016
C-0417,West Harbor Cafe,4603 Evergreen Pkwy,Salem,OR,97392,US,ap@westharborcafe.com,XX-XXX8017,USD,Net 30,Inactive,10/02/2012
C-0418,Silver Grove Deli,7990 Evergreen Pkwy,Nampa,ID,83630,US,ap@silvergrovedeli.com,XX-XXX6556,USD,Net 30,Inactive,01/11/2021
C-0419,Silver Bridge Bistro,3923 W Idaho St,Boise,ID,83765,US,ap@silverbridgebistro.com,XX-XXX7554,USD,Net 30,Inactive,01/27/2013
C-0420,Nehalem Bay Grocers,8280 Commercial St NE,Beaverton,OR,97097,US,ap@nehalembaygrocers.com,XX-XXX1748,USD,Net 30,Active,01/08/2021
C-0421,Silver Meadow Bistro,7258 SW Barbur Blvd,Vancouver,WA,98676,US,ap@silvermeadowbistro.com,XX-XXX9424,USD,Net 30,Inactive,02/11/2012
C-0422,Green River Deli,9229 NW 23rd Ave,Idaho Falls,ID,83437,US,ap@greenriverdeli.com,XX-XXX7998,USD,Net 30,Inactive,06/17/2011
C-0423,Salt Marsh Kitchen,4576 Evergreen Pkwy,Tacoma,WA,98408,US,billing@saltmarshkitchen.com,XX-XXX8576,USD,Net 15,Active,01/29/2025
C-0424,Twin Hollow Deli,4367 NE Alberta St,Nampa,ID,83666,US,ap@twinhollowdeli.com,XX-XXX6150,USD,Net 30,Inactive,06/24/2015
C-0425,Thistle Pizzeria,7630 Rainier Ave S,Meridian,ID,83672,US,billing@thistlepizzeria.com,XX-XXX3438,USD,Net 15,Active,07/09/2018
C-0427,Deschutes Food Hall,6302 Rainier Ave S,Vancouver,WA,98668,US,ap@deschutesfoodhall.com,XX-XXX7201,USD,Net 30,Active,11/21/2022
C-0428,Birchwood Bistro,7233 NW 23rd Ave,Hillsboro,OR,97182,US,billing@birchwoodbistro.com,XX-XXX5160,USD,Net 15,Active,07/06/2024
C-0429,Seattle Farmers Guild,7016 E Fairview Ave,Vancouver,WA,98602,US,ap@seattlefarmersguil.org,XX-XXX7457,USD,Net 30,Active,08/23/2023
C-0430,North Hill Market,3661 Olive Way,Hillsboro,OR,97116,US,ap@northhillmarket.com,XX-XXX9717,USD,Net 30,Inactive,03/12/2013
