Posted Date,Description,Amount,Balance,Reference
2026-03-05,ACH DEBIT CHEHALIS VALLEY EG CCD,-7860.46,701945.38,064981052937907
2026-03-05,ACH DEBIT NORTHWEST REEFER T CCD,-3825.33,698120.05,130413361261099
2026-03-05,ACH DEBIT SIUSLAW CRANBERRY  CCD,-10340.61,687779.44,445726100485497
2026-03-05,ACH DEBIT LUMMI BAY SEAFOOD CCD,-10333.07,677446.37,055755747435664
2026-03-05,ACH DEBIT BITTERROOT BAKEHOU CCD,-8451.80,668994.57,679829271979663
2026-03-05,ACH DEBIT MCKENZIE RIVER MIL CCD,-8320.34,660674.23,318371808218976
2026-03-05,ACH DEBIT NEWBERG NUT GROWER CCD,-10185.59,650488.64,263864679688610
2026-03-05,ACH DEBIT TETON VALLEY TROUT CCD,-25442.34,625046.30,484493047860707
2026-03-05,ACH DEBIT PAYETTE VALLEY BEE CCD,-7549.06,617497.24,083551733378010
2026-03-05,ACH DEBIT SNAKE RIVER TROUT  CCD,-13213.95,604283.29,118252054457895
2026-03-05,ACH DEBIT COQUILLE DAIRY COO CCD,-10811.78,593471.51,949812491639586
2026-03-05,ACH DEBIT BOARDMAN TREE FRUI CCD,-15649.90,577821.61,017278459815499
2026-03-05,ACH DEBIT WALLOWA GRASS-FED  CCD,-12077.27,565744.34,681502409576466
2026-03-05,ACH DEBIT COLUMBIA GORGE ORC CCD,-14225.98,551518.36,131528994203609
2026-03-05,ACH DEBIT PALOUSE LENTIL GRO CCD,-12300.99,539217.37,949289753690157
2026-03-05,ACH DEBIT HERMISTON MELON FA CCD,-9378.63,529838.74,748144895711199
2026-03-05,ACH DEBIT PACIFIC COAST PACKAG CCD,-14862.50,514976.24,021000089773052
2026-03-06,ACH CREDIT RIVERBEND NATURA PPD,14278.74,529254.98,314265080035003
2026-03-06,REMOTE DEPOSIT CAPTURE,12977.16,542232.14,2492
2026-03-06,ACH CREDIT ROSE CITY MARKET PPD,14044.15,556276.29,033320991075351
2026-03-06,REMOTE DEPOSIT CAPTURE,11212.05,567488.34,1892
2026-03-06,ACH CREDIT MOUNTAIN GROCERS PPD,13584.66,581073.00,754138194571576
2026-03-06,ACH CREDIT UMPQUA VALLEY FO PPD,12274.09,593347.09,577855547918552
2026-03-06,CHECK 40199,-3384.72,589962.37,40199
2026-03-06,CHECK 40200,-11645.81,578316.56,40200
2026-03-06,CHECK 40205,-6940.38,571376.18,40205
2026-03-06,CHECK 40210,-4792.50,566583.68,40210
2026-03-06,CHECK 40213,-9711.00,556872.68,40213
2026-03-06,CHECK 40218,-9279.88,547592.80,40218
2026-03-09,REMOTE DEPOSIT CAPTURE,22174.58,569767.38,3742
2026-03-09,REMOTE DEPOSIT CAPTURE,17584.48,587351.86,5191
2026-03-09,REMOTE DEPOSIT CAPTURE,12292.81,599644.67,6067
2026-03-09,ACH CREDIT BELLWETHER TAVER PPD,1495.38,601140.05,826326466900416
2026-03-09,ACH CREDIT LUMEN KITCHEN PPD,2468.89,603608.94,650346259926203
2026-03-09,REMOTE DEPOSIT CAPTURE,17217.68,620826.62,5445
2026-03-09,REMOTE DEPOSIT CAPTURE,3649.53,624476.15,9880
2026-03-09,ACH CREDIT WREN NOODLE HOUS PPD,2443.47,626919.62,717509664451264
2026-03-09,ACH CREDIT VALE BRASSERIE PPD,3100.36,630019.98,880707330602119
2026-03-09,REMOTE DEPOSIT CAPTURE,2865.72,632885.70,6388
2026-03-09,REMOTE DEPOSIT CAPTURE,11928.82,644814.52,8701
2026-03-09,ACH CREDIT ISLE SMOKEHOUSE PPD,4121.26,648935.78,696321771516654
2026-03-09,REMOTE DEPOSIT CAPTURE,14197.43,663133.21,827
2026-03-09,ACH CREDIT BELMONT NATURAL  PPD,17925.31,681058.52,954465111870247
2026-03-09,ACH CREDIT KESTREL MARKET H PPD,23169.81,704228.33,894893554332665
2026-03-09,REMOTE DEPOSIT CAPTURE,14837.18,719065.51,4935
2026-03-09,ACH CREDIT DESCHUTES FOOD H PPD,16594.07,735659.58,666888227913654
2026-03-09,CHECK 40219,-14862.50,720797.08,40219
2026-03-09,CHECK 40224,-2584.62,718212.46,40224
2026-03-09,CHECK 40225,-9781.76,708430.70,40225
2026-03-10,REMOTE DEPOSIT CAPTURE,702.71,709133.41,8070
2026-03-10,ACH CREDIT DRIFTWOOD PANTRY PPD,24524.90,733658.31,555548196000764
2026-03-10,ACH CREDIT IRIS TAPROOM PPD,2695.21,736353.52,914515524508551
2026-03-10,CHECK 40221,-8687.07,727666.45,40221
2026-03-10,CHECK 40222,-12820.43,714846.02,40222
2026-03-10,CHECK 40229,-13332.48,701513.54,40229
2026-03-10,FIRST CASCADE LOAN PMT 7719,-6272.85,695240.69,
2026-03-11,ACH CREDIT PIONEER SQUARE P PPD,22449.62,717690.31,010724954537063
2026-03-11,ACH CREDIT DUNE CANTINA PPD,1783.70,719474.01,832463223239157
2026-03-11,REMOTE DEPOSIT CAPTURE,1486.46,720960.47,9179
2026-03-11,REMOTE DEPOSIT CAPTURE,1089.54,722050.01,6071
2026-03-11,CHECK 40220,-3497.20,718552.81,40220
2026-03-11,CHECK 40230,-6078.53,712474.28,40230
2026-03-12,REMOTE DEPOSIT CAPTURE,21764.01,734238.29,6602
2026-03-12,ACH CREDIT RIVERBEND NATURA PPD,21887.96,756126.25,337021477700262
2026-03-12,ACH CREDIT VASHON ISLAND MA PPD,18676.67,774802.92,121955514485551
2026-03-12,ACH CREDIT HAWTHORNE FRESH  PPD,20295.03,795097.95,737780477775183
2026-03-12,REMOTE DEPOSIT CAPTURE,11572.69,806670.64,437
2026-03-12,REMOTE DEPOSIT CAPTURE,2005.61,808676.25,8626
2026-03-12,CHECK 40223,-14160.47,794515.78,40223
2026-03-12,CHECK 40226,-4748.21,789767.57,40226
2026-03-12,CHECK 40227,-13794.68,775972.89,40227
2026-03-12,CHECK 40228,-13521.15,762451.74,40228
2026-03-12,ACH DEBIT RIDGEWIRE TELECOM CCD,-1266.69,761185.05,039226499251324
2026-03-12,ACH DEBIT PACIFIC COAST PACK CCD,-9289.60,751895.45,279723401823993
2026-03-12,ACH DEBIT TALENT BRIDGE STAF CCD,-5509.99,746385.46,637733033157569
2026-03-12,ACH DEBIT PUGET SOUND SHELLF CCD,-11938.02,734447.44,089045610858458
2026-03-12,ACH DEBIT MT. HOOD BERRY FAR CCD,-7917.70,726529.74,380207100520132
2026-03-12,ACH DEBIT COWLITZ CREEK FARM CCD,-14537.64,711992.10,050501179072042
2026-03-12,ACH DEBIT COLUMBIA RIVER FRE CCD,-6146.75,705845.35,886493076682025
2026-03-12,ACH DEBIT NOOKSACK BERRY GRO CCD,-11754.84,694090.51,990777556419921
2026-03-12,ACH DEBIT YAKIMA HOP & HERB CCD,-15173.35,678917.16,944578611253810
2026-03-12,ACH DEBIT WALLA WALLA ONION  CCD,-12354.17,666562.99,322339405504821
2026-03-12,ACH DEBIT PACIFIC FLEET FUEL CCD,-4578.17,661984.82,455537962312090
2026-03-12,ACH DEBIT EMERALD CITY COLD  CCD,-2372.82,659612.00,349674112962128
2026-03-12,ACH DEBIT METHOW VALLEY APPL CCD,-21879.99,637732.01,247401395625439
2026-03-12,ACH DEBIT SOUND CARTAGE CO. CCD,-2320.13,635411.88,336305873969554
2026-03-12,ACH DEBIT TREASURE VALLEY TR CCD,-3352.89,632058.99,321075813541019
2026-03-12,ACH DEBIT BITTERROOT BAKEHOU CCD,-12508.06,619550.93,805588038960770
2026-03-12,ACH DEBIT NEWBERG NUT GROWER CCD,-6328.41,613222.52,902805992717649
2026-03-12,ACH DEBIT PORTLAND FLEET WAS CCD,-255.29,612967.23,873116277251976
2026-03-12,ACH DEBIT PAYETTE VALLEY BEE CCD,-9316.19,603651.04,046804080716599
2026-03-12,ACH DEBIT COQUILLE DAIRY COO CCD,-5139.22,598511.82,871504998775913
2026-03-12,ACH DEBIT COASTLINE SHREDDIN CCD,-128.44,598383.38,096187587732535
2026-03-12,ACH DEBIT WILLAMETTE VALLEY  CCD,-8552.08,589831.30,898572326689880
2026-03-12,ACH DEBIT BOARDMAN TREE FRUI CCD,-13391.58,576439.72,188351650708914
2026-03-12,ACH DEBIT HOOD CANAL OYSTER  CCD,-9447.13,566992.59,292689321921994
2026-03-12,ACH DEBIT WALLOWA GRASS-FED  CCD,-7567.94,559424.65,341850397875104
2026-03-12,ACH DEBIT COLUMBIA GORGE ORC CCD,-15646.39,543778.26,639896628994514
2026-03-12,ACH DEBIT UMPQUA OAT MILL CCD,-14274.51,529503.75,487277308821847
2026-03-13,REMOTE DEPOSIT CAPTURE,717.41,530221.16,1901
2026-03-13,ACH CREDIT FILBERT & OAK MA PPD,21569.17,551790.33,504846953572083
2026-03-13,REMOTE DEPOSIT CAPTURE,26187.70,577978.03,9646
2026-03-13,PINNACLE PAYROLL SVCS PAYROLL DD,-161192.82,416785.21,
2026-03-16,REMOTE DEPOSIT CAPTURE,27885.46,444670.67,7895
2026-03-16,REMOTE DEPOSIT CAPTURE,19778.95,464449.62,5193
2026-03-16,ACH CREDIT WHIDBEY HARVEST  PPD,16043.97,480493.59,965179950753605
2026-03-16,REMOTE DEPOSIT CAPTURE,15005.21,495498.80,3115
2026-03-16,ACH CREDIT GORGE VALLEY CO- PPD,22039.54,517538.34,880187007799489
2026-03-16,REMOTE DEPOSIT CAPTURE,1186.08,518724.42,565
2026-03-16,REMOTE DEPOSIT CAPTURE,1098.61,519823.03,8409
2026-03-16,ACH CREDIT ELK ROCK PROVISI PPD,16222.47,536045.50,561597896971138
2026-03-16,ACH CREDIT MADRONA FOOD CO- PPD,15703.92,551749.42,335200074358276
2026-03-16,REMOTE DEPOSIT CAPTURE,24072.68,575822.10,5531
2026-03-16,REMOTE DEPOSIT CAPTURE,1395.83,577217.93,7298
2026-03-16,REMOTE DEPOSIT CAPTURE,2275.20,579493.13,3420
2026-03-16,REMOTE DEPOSIT CAPTURE,2350.35,581843.48,2873
2026-03-16,ACH CREDIT IRONWOOD GROCERY PPD,13736.93,595580.41,128874528819840
2026-03-16,ACH CREDIT FOXGLOVE MARKET PPD,19463.67,615044.08,300602782366078
2026-03-16,ACH CREDIT FILBERT & OAK MA PPD,17686.71,632730.79,299694655055191
2026-03-16,CHECK 40231,-14881.15,617849.64,40231
2026-03-16,CHECK 40236,-934.72,616914.92,40236
2026-03-16,CHECK 40237,-4163.73,612751.19,40237
2026-03-16,CHECK 40239,-10580.64,602170.55,40239
2026-03-16,CHECK 40243,-5200.83,596969.72,40243
2026-03-16,CHECK 40244,-1443.43,595526.29,40244
2026-03-17,REMOTE DEPOSIT CAPTURE,20576.03,616102.32,4337
2026-03-17,ACH CREDIT SAWTOOTH NATURAL PPD,12231.32,628333.64,977136608819712
2026-03-17,REMOTE DEPOSIT CAPTURE,24949.92,653283.56,5774
2026-03-17,REMOTE DEPOSIT CAPTURE,22777.06,676060.62,6658
2026-03-17,CHECK 40234,-920.40,675140.22,40234
2026-03-17,CHECK 40246,-10088.66,665051.56,40246
2026-03-18,REMOTE DEPOSIT CAPTURE,28363.46,693415.02,8025
2026-03-18,REMOTE DEPOSIT CAPTURE,3189.04,696604.06,9542
2026-03-18,ACH CREDIT BASALT GRILL PPD,1484.18,698088.24,961145259309854
2026-03-18,CHECK 40235,-11098.20,686990.04,40235
2026-03-18,CHECK 40241,-6648.00,680342.04,40241
2026-03-19,REMOTE DEPOSIT CAPTURE,4657.46,684999.50,7460
2026-03-19,REMOTE DEPOSIT CAPTURE,1154.06,686153.56,3020
2026-03-19,ACH DEBIT DESCHUTES BREWING  CCD,-13575.90,672577.66,592834538699151
2026-03-19,ACH DEBIT CLEARWATER CREAMER CCD,-14913.41,657664.25,195754263634070
2026-03-19,ACH DEBIT PACIFIC COAST PACK CCD,-8925.64,648738.61,271545823148679
2026-03-19,ACH DEBIT STUMPTOWN OFFICE S CCD,-350.64,648387.97,225484694828798
2026-03-19,ACH DEBIT RIDGELINE EXPRESS CCD,-2111.47,646276.50,244075761419955
2026-03-19,ACH DEBIT PUGET SOUND SHELLF CCD,-4253.13,642023.37,064737109206188
2026-03-19,ACH DEBIT ROGUE VALLEY CHEES CCD,-4463.79,637559.58,036788945417925
2026-03-19,ACH DEBIT COWLITZ CREEK FARM CCD,-14853.32,622706.26,163911186756022
2026-03-19,ACH DEBIT NOOKSACK BERRY GRO CCD,-6037.41,616668.85,243947570983352
2026-03-19,ACH DEBIT YAKIMA HOP & HERB CCD,-9248.22,607420.63,160821991631347
2026-03-19,ACH DEBIT WALLA WALLA ONION  CCD,-10265.80,597154.83,250097280923655
2026-03-19,ACH DEBIT PACIFIC FLEET FUEL CCD,-2072.59,595082.24,003883182602966
2026-03-19,ACH DEBIT SALEM PALLET RECYC CCD,-629.17,594453.07,861433746757749
2026-03-19,ACH DEBIT NORTHWEST REEFER T CCD,-5571.22,588881.85,832433526670755
2026-03-19,ACH DEBIT SOUND CARTAGE CO. CCD,-1831.88,587049.97,604407845052579
2026-03-19,ACH DEBIT CHINOOK SMOKEHOUSE CCD,-11095.65,575954.32,832078573988723
2026-03-19,ACH DEBIT SIUSLAW CRANBERRY  CCD,-5995.23,569959.09,959849991006489
2026-03-19,ACH DEBIT LUMMI BAY SEAFOOD CCD,-9296.34,560662.75,642651539571249
2026-03-19,ACH DEBIT MCKENZIE RIVER MIL CCD,-8769.40,551893.35,311755049927457
2026-03-19,ACH DEBIT NEWBERG NUT GROWER CCD,-11620.22,540273.13,428962306589442
2026-03-19,ACH DEBIT TETON VALLEY TROUT CCD,-15651.48,524621.65,050806754348604
2026-03-19,ACH DEBIT PAYETTE VALLEY BEE CCD,-8306.60,516315.05,956256420539871
2026-03-19,ACH DEBIT SNAKE RIVER TROUT  CCD,-11444.67,504870.38,628678617967390
2026-03-19,ACH DEBIT WILLAMETTE VALLEY  CCD,-5808.10,499062.28,752577176906944
2026-03-19,ACH DEBIT PALOUSE LENTIL GRO CCD,-9581.83,489480.45,536948880873322
2026-03-19,ACH DEBIT HERMISTON MELON FA CCD,-8468.69,481011.76,953259230121249
2026-03-19,ACH DEBIT UMPQUA OAT MILL CCD,-7932.99,473078.77,111369111993893
2026-03-20,ACH CREDIT GABLE BRASSERIE PPD,1879.42,474958.19,938579068880200
2026-03-20,REMOTE DEPOSIT CAPTURE,23422.07,498380.26,8243
2026-03-20,ACH CREDIT KESTREL MARKET H PPD,16006.83,514387.09,200161245239746
2026-03-20,CHECK 40232,-2972.18,511414.91,40232
2026-03-20,CHECK 40233,-14116.38,497298.53,40233
2026-03-20,CHECK 40238,-7981.98,489316.55,40238
2026-03-20,CHECK 40240,-5616.90,483699.65,40240
2026-03-20,CHECK 40242,-11545.79,472153.86,40242
2026-03-20,CHECK 40245,-4229.76,467924.10,40245
2026-03-23,ACH CREDIT YAKIMA ORCHARD M PPD,19843.22,487767.32,055899147279177
2026-03-23,ACH CREDIT ASTER KITCHEN PPD,717.71,488485.03,868766290488597
2026-03-23,ACH CREDIT JUNIPER HILL FOO PPD,19804.13,508289.16,244889584773529
2026-03-23,REMOTE DEPOSIT CAPTURE,16261.42,524550.58,4231
2026-03-23,ACH CREDIT OWYHEE MERCANTIL PPD,16402.50,540953.08,447430189057863
2026-03-23,ACH CREDIT GORGE VALLEY CO- PPD,25616.78,566569.86,803632344861470
2026-03-23,REMOTE DEPOSIT CAPTURE,2854.93,569424.79,8893
2026-03-23,REMOTE DEPOSIT CAPTURE,3525.42,572950.21,2715
2026-03-23,REMOTE DEPOSIT CAPTURE,1063.39,574013.60,5395
2026-03-23,REMOTE DEPOSIT CAPTURE,2476.56,576490.16,5625
2026-03-23,REMOTE DEPOSIT CAPTURE,961.81,577451.97,991
2026-03-23,REMOTE DEPOSIT CAPTURE,11413.96,588865.93,2321
2026-03-23,ACH CREDIT OXBOW SMOKEHOUSE PPD,1645.92,590511.85,041795750881785
2026-03-23,ACH CREDIT ALDER STREET MAR PPD,25297.50,615809.35,135931406371943
2026-03-23,ACH CREDIT MOUNTAIN GROCERS PPD,28409.10,644218.45,476355165930418
2026-03-23,ACH CREDIT UMPQUA VALLEY FO PPD,19512.87,663731.32,133507771686425
2026-03-23,ACH CREDIT FABLE KITCHEN PPD,1883.22,665614.54,004400457937977
2026-03-23,REMOTE DEPOSIT CAPTURE,22885.38,688499.92,9604
2026-03-23,ACH CREDIT BASALT GRILL PPD,1562.20,690062.12,793361682990481
2026-03-23,REMOTE DEPOSIT CAPTURE,22548.10,712610.22,4707
2026-03-23,CHECK 40254,-6985.55,705624.67,40254
2026-03-23,CHECK 40258,-7726.42,697898.25,40258
2026-03-23,CHECK 40259,-3537.17,694361.08,40259
2026-03-23,CHECK 40260,-13151.73,681209.35,40260
2026-03-23,CHECK 40266,-5029.48,676179.87,40266
2026-03-24,ACH CREDIT VELVET TAPROOM PPD,3930.89,680110.76,196721454045506
2026-03-24,REMOTE DEPOSIT CAPTURE,1250.00,681360.76,4380
2026-03-24,REMOTE DEPOSIT CAPTURE,1250.00,682610.76,9216
2026-03-24,ACH CREDIT CINDER KITCHEN PPD,1019.53,683630.29,915711400971501
2026-03-24,ACH CREDIT MADRONA FOOD CO- PPD,16883.54,700513.83,775249722806460
2026-03-24,ACH CREDIT FOXGLOVE MARKET PPD,16366.94,716880.77,345004201876065
2026-03-24,REMOTE DEPOSIT CAPTURE,5282.06,722162.83,9112
2026-03-24,CHECK 40249,-9309.20,712853.63,40249
2026-03-24,CHECK 40251,-7910.27,704943.36,40251
2026-03-24,CHECK 40256,-5641.00,699302.36,40256
2026-03-24,CHECK 40265,-12685.95,686616.41,40265
2026-03-25,REMOTE DEPOSIT CAPTURE,2415.82,689032.23,2519
2026-03-25,ACH CREDIT ELK ROCK PROVISI PPD,11837.06,700869.29,888512259953194
2026-03-25,ACH CREDIT DRIFTWOOD PANTRY PPD,14235.35,715104.64,742222967705964
2026-03-25,ACH CREDIT DESCHUTES FOOD H PPD,14897.69,730002.33,971040929293195
2026-03-25,CHECK 40247,-4432.00,725570.33,40247
2026-03-25,CHECK 40248,-9750.45,715819.88,40248
2026-03-25,CHECK 40250,-8871.81,706948.07,40250
2026-03-25,CHECK 40253,-9759.87,697188.20,40253
2026-03-25,CHECK 40262,-13927.25,683260.95,40262
2026-03-25,FIRST CASCADE LOC INTEREST 5512,-5807.50,677453.45,
2026-03-25,FIRST CASCADE LOC ADVANCE 5512,55000.00,732453.45,
2026-03-26,ACH CREDIT JUNIPER HILL FOO PPD,21451.13,753904.58,747720011678663
2026-03-26,REMOTE DEPOSIT CAPTURE,3529.24,757433.82,8699
2026-03-26,ACH CREDIT ROSE CITY MARKET PPD,20619.60,778053.42,837253232945920
2026-03-26,ACH CREDIT BELMONT NATURAL  PPD,13382.71,791436.13,033135721794571
2026-03-26,CHECK 40252,-12977.95,778458.18,40252
2026-03-26,CHECK 40257,-7721.50,770736.68,40257
2026-03-26,CHECK 40264,-11645.78,759090.90,40264
2026-03-26,ACH DEBIT RIDGEWIRE TELECOM CCD,-1346.49,757744.41,152451137645142
2026-03-26,ACH DEBIT RIDGELINE EXPRESS CCD,-663.80,757080.61,028566933756225
2026-03-26,ACH DEBIT PUGET SOUND SHELLF CCD,-10239.64,746840.97,655740692387283
2026-03-26,ACH DEBIT ROGUE VALLEY CHEES CCD,-9372.47,737468.50,225494496914101
2026-03-26,ACH DEBIT MT. HOOD BERRY FAR CCD,-14632.49,722836.01,573714038863520
2026-03-26,ACH DEBIT COLUMBIA RIVER FRE CCD,-2116.20,720719.81,538618459498349
2026-03-26,ACH DEBIT CLOUDLEDGER SOFTWA CCD,-544.30,720175.51,369358579759129
2026-03-26,ACH DEBIT WALLA WALLA ONION  CCD,-4150.11,716025.40,279932150060160
2026-03-26,ACH DEBIT PACIFIC FLEET FUEL CCD,-2546.76,713478.64,178109712543814
2026-03-26,ACH DEBIT CROWN LINEN & UNIF CCD,-451.41,713027.23,884455708724980
2026-03-26,ACH DEBIT CHEHALIS VALLEY EG CCD,-5489.02,707538.21,402658779961923
2026-03-26,ACH DEBIT NORTHGATE IT PARTN CCD,-2218.72,705319.49,222747539981908
2026-03-26,ACH DEBIT METHOW VALLEY APPL CCD,-9284.86,696034.63,231205868826519
2026-03-26,ACH DEBIT SOUND CARTAGE CO. CCD,-1757.33,694277.30,445749822434485
2026-03-26,ACH DEBIT PINNACLE PAYROLL S CCD,-358.92,693918.38,136301510181044
2026-03-26,ACH DEBIT CHINOOK SMOKEHOUSE CCD,-13635.20,680283.18,373327771527919
2026-03-26,ACH DEBIT TREASURE VALLEY TR CCD,-5452.27,674830.91,320537399216843
2026-03-26,ACH DEBIT SIUSLAW CRANBERRY  CCD,-13772.56,661058.35,356364944816821
2026-03-26,ACH DEBIT BITTERROOT BAKEHOU CCD,-9040.23,652018.12,954101293430447
2026-03-26,ACH DEBIT MCKENZIE RIVER MIL CCD,-9410.78,642607.34,871636673690970
2026-03-26,ACH DEBIT NEWBERG NUT GROWER CCD,-4412.38,638194.96,510506671134931
2026-03-26,ACH DEBIT SNAKE RIVER TROUT  CCD,-14220.86,623974.10,808003788997682
2026-03-26,ACH DEBIT COQUILLE DAIRY COO CCD,-5190.50,618783.60,205560044399926
2026-03-26,ACH DEBIT METRO WASTE HAULER CCD,-607.76,618175.84,070743701131302
2026-03-26,ACH DEBIT HOOD CANAL OYSTER  CCD,-15014.53,603161.31,084250337683192
2026-03-26,ACH DEBIT WALLOWA GRASS-FED  CCD,-8793.05,594368.26,154971082820197
2026-03-26,ACH DEBIT COLUMBIA GORGE ORC CCD,-8864.79,585503.47,901433319345734
2026-03-26,ACH DEBIT PALOUSE LENTIL GRO CCD,-12381.65,573121.82,343676810404055
2026-03-26,ACH DEBIT HERMISTON MELON FA CCD,-7489.88,565631.94,543814390366785
2026-03-26,ACH DEBIT EVERGREEN BOX & FI CCD,-1867.27,563764.67,958273623831978
2026-03-27,ACH CREDIT PIONEER SQUARE P PPD,20727.83,584492.50,136811011751614
2026-03-27,ACH CREDIT SAWTOOTH NATURAL PPD,16960.88,601453.38,235548818280067
2026-03-27,ACH CREDIT VASHON ISLAND MA PPD,14542.81,615996.19,818032834402884
2026-03-27,ACH CREDIT HAWTHORNE FRESH  PPD,12682.86,628679.05,893315121961177
2026-03-27,REMOTE DEPOSIT CAPTURE,28140.68,656819.73,8007
2026-03-27,REMOTE DEPOSIT CAPTURE,3232.54,660052.27,5235
2026-03-27,REMOTE DEPOSIT CAPTURE,1925.18,661977.45,1658
2026-03-27,REMOTE DEPOSIT CAPTURE,27605.07,689582.52,5304
2026-03-27,REMOTE DEPOSIT CAPTURE,3567.24,693149.76,6811
2026-03-27,CHECK 40255,-13868.63,679281.13,40255
2026-03-27,CHECK 40261,-3288.99,675992.14,40261
2026-03-27,CHECK 40263,-11116.46,664875.68,40263
2026-03-30,ACH CREDIT VELVET TAPROOM PPD,2428.04,667303.72,836902496021135
2026-03-30,ACH CREDIT GABLE BRASSERIE PPD,2373.51,669677.23,835457860538983
2026-03-30,REMOTE DEPOSIT CAPTURE,2413.24,672090.47,5782
2026-03-30,ACH CREDIT WHIDBEY HARVEST  PPD,27441.36,699531.83,642389613606454
2026-03-30,ACH CREDIT OWYHEE MERCANTIL PPD,27833.34,727365.17,538424706928149
2026-03-30,REMOTE DEPOSIT CAPTURE,1525.67,728890.84,4048
2026-03-30,ACH CREDIT HAWTHORNE FRESH  PPD,11080.87,739971.71,508975710084460
2026-03-30,REMOTE DEPOSIT CAPTURE,3286.86,743258.57,8828
2026-03-30,ACH CREDIT NOOK EATERY PPD,3218.26,746476.83,409794167612231
2026-03-30,REMOTE DEPOSIT CAPTURE,2152.65,748629.48,3327
2026-03-30,REMOTE DEPOSIT CAPTURE,19806.28,768435.76,6838
2026-03-30,REMOTE DEPOSIT CAPTURE,1590.40,770026.16,4203
2026-03-30,ACH CREDIT UMPQUA VALLEY FO PPD,25286.64,795312.80,658789296956382
2026-03-30,REMOTE DEPOSIT CAPTURE,5270.05,800582.85,1193
2026-03-30,CHECK 40274,-398.77,800184.08,40274
2026-03-31,ACH CREDIT RIVERBEND NATURA PPD,26627.75,826811.83,449810274658886
2026-03-31,REMOTE DEPOSIT CAPTURE,12860.13,839671.96,5008
2026-03-31,ACH CREDIT HUCKLEBERRY GRIL PPD,1977.37,841649.33,379525818247718
2026-03-31,ACH CREDIT MOUNTAIN GROCERS PPD,13596.59,855245.92,662378146128491
2026-03-31,ACH CREDIT FABLE KITCHEN PPD,928.60,856174.52,462591859814761
2026-03-31,ACH CREDIT KESTREL MARKET H PPD,11704.08,867878.60,127865979297251
2026-03-31,REMOTE DEPOSIT CAPTURE,23206.93,891085.53,7801
2026-03-31,CHECK 40267,-8266.91,882818.62,40267
2026-03-31,PINNACLE PAYROLL SVCS PAYROLL DD,-146537.08,736281.54,
2026-03-31,MONTHLY MAINTENANCE FEE,-45.00,736236.54,
2026-04-01,ACH CREDIT UPLAND KITCHEN PPD,3488.07,739724.61,848602893303882
2026-04-01,ACH CREDIT VASHON ISLAND MA PPD,23144.60,762869.21,343491696378952
2026-04-01,REMOTE DEPOSIT CAPTURE,2336.22,765205.43,1613
2026-04-01,ACH CREDIT NIMBUS CAFE PPD,1971.39,767176.82,703459412754128
2026-04-01,ACH CREDIT DRIFTWOOD PANTRY PPD,17397.59,784574.41,155268317124533
2026-04-01,CHECK 40268,-13436.94,771137.47,40268
2026-04-01,ACH DEBIT GOWEN FIELD COMMER CCD,-4875.00,766262.47,822111031843836
2026-04-01,ACH DEBIT LOMBARD STREET PRO CCD,-8500.00,757762.47,264907502582012
2026-04-01,ACH DEBIT DUWAMISH INDUSTRIA CCD,-6420.00,751342.47,325109713921211
2026-04-02,REMOTE DEPOSIT CAPTURE,3314.59,754657.06,6910
2026-04-02,ACH CREDIT CINDER KITCHEN PPD,3486.15,758143.21,216451683564783
2026-04-02,ACH CREDIT JUBILEE CANTINA PPD,4008.65,762151.86,737499624931722
2026-04-02,REMOTE DEPOSIT CAPTURE,16422.82,778574.68,790
2026-04-02,REMOTE DEPOSIT CAPTURE,4257.80,782832.48,2580
2026-04-02,REMOTE DEPOSIT CAPTURE,1934.23,784766.71,1511
2026-04-02,REMOTE DEPOSIT CAPTURE,3719.65,788486.36,805
2026-04-02,REMOTE DEPOSIT CAPTURE,4160.19,792646.55,6752
2026-04-02,ACH CREDIT OBSIDIAN GRILL PPD,2978.85,795625.40,268032670560163
2026-04-02,REMOTE DEPOSIT CAPTURE,19331.23,814956.63,7807
2026-04-02,CHECK 40270,-14881.00,800075.63,40270
2026-04-02,CHECK 40272,-3984.35,796091.28,40272
2026-04-02,CHECK 40275,-5730.62,790360.66,40275
2026-04-02,ACH DEBIT DESCHUTES BREWING  CCD,-10606.08,779754.58,700368829400267
2026-04-02,ACH DEBIT CLEARWATER CREAMER CCD,-10221.08,769533.50,551360722569631
2026-04-02,ACH DEBIT PACIFIC COAST PACK CCD,-8098.56,761434.94,329097272512534
2026-04-02,ACH DEBIT RIDGELINE EXPRESS CCD,-2182.62,759252.32,899129912164296
2026-04-02,ACH DEBIT WILLAMETTE SANITAT CCD,-799.24,758453.08,024007967408620
2026-04-02,ACH DEBIT ROGUE VALLEY CHEES CCD,-8277.86,750175.22,196946434322052
2026-04-02,ACH DEBIT MT. HOOD BERRY FAR CCD,-9226.92,740948.30,890505373852637
2026-04-02,ACH DEBIT COWLITZ CREEK FARM CCD,-10412.77,730535.53,149653644674020
2026-04-02,ACH DEBIT COLUMBIA RIVER FRE CCD,-3894.55,726640.98,984195936747931
2026-04-02,ACH DEBIT NOOKSACK BERRY GRO CCD,-12930.34,713710.64,751526449890225
2026-04-02,ACH DEBIT YAKIMA HOP & HERB CCD,-13758.93,699951.71,605513034193889
2026-04-02,ACH DEBIT WALLA WALLA ONION  CCD,-9506.75,690444.96,347299700989964
